Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt
SL_SOIL_04413,Kandy,7.31271,80.723701,Wet Zone,Ultisols,5.25,1.477,17.01,128.38,2.0,53.6,30.91,15.5
SL_SOIL_04414,Hambantota,6.308073,81.089447,Dry Zone,Alfisols,6.74,0.898,8.98,99.5,1.4,62.31,20.32,17.37
SL_SOIL_04415,Badulla,6.927918,81.04734,Up Country Intermediate Zone,Inceptisols,4.84,1.53,16.79,146.76,2.93,45.92,26.67,27.41
SL_SOIL_04416,Ratnapura,6.720811,80.50129,Wet Zone,Ultisols,5.05,1.259,19.11,122.12,2.32,55.02,37.02,7.96
SL_SOIL_04417,Monaragala,7.235037,81.215052,Intermediate Zone,Alfisols,5.31,0.821,15.82,124.91,1.35,50.3,13.11,36.59
SL_SOIL_04418,Gampaha,7.173451,80.147575,Wet Zone,Ultisols,5.7,0.941,5.77,110.77,1.71,67.55,20.26,12.19
SL_SOIL_04419,Puttalam,7.890318,79.953381,Dry Zone,Alfisols,7.64,0.76,3.0,122.72,0.74,71.35,15.12,13.53
SL_SOIL_04420,Colombo,6.948597,79.804766,Wet Zone,Ultisols,5.69,1.395,8.8,141.44,1.86,50.65,27.21,22.14
SL_SOIL_04421,Kegalle,7.21575,80.23358,Wet Zone,Ultisols,5.17,1.488,23.56,126.04,2.93,57.56,36.86,5.58
SL_SOIL_04422,Galle,6.163702,80.329946,Wet Zone,Ultisols,5.17,1.355,15.93,134.11,1.93,48.69,24.98,26.33
SL_SOIL_04423,Trincomalee,8.755148,80.775592,Dry Zone,Alfisols,6.32,0.997,12.94,135.17,1.07,61.45,23.31,15.24
SL_SOIL_04424,Kalutara,6.69235,80.247227,Wet Zone,Ultisols,5.19,1.26,15.47,124.8,1.8,36.34,34.91,28.74
SL_SOIL_04425,Anuradhapura,8.071054,80.807378,Dry Zone,Alfisols,6.63,0.421,11.82,104.64,0.9,59.97,11.56,28.47
SL_SOIL_04426,Anuradhapura,8.509902,80.63479,Dry Zone,Alfisols,6.33,0.678,15.49,128.79,0.75,69.85,16.81,13.34
SL_SOIL_04427,Polonnaruwa,7.967784,81.289456,Dry Zone,Vertisols,6.43,0.891,14.0,117.72,1.31,60.03,19.49,20.48
SL_SOIL_04428,Kalutara,6.58965,80.019589,Wet Zone,Ultisols,5.79,1.467,12.72,122.96,2.02,52.49,22.23,25.28
SL_SOIL_04429,Kalutara,6.452514,80.062044,Wet Zone,Ultisols,4.87,1.436,12.63,102.12,2.33,51.92,20.17,27.9
SL_SOIL_04430,Trincomalee,8.480265,81.089573,Dry Zone,Alfisols,6.47,0.895,8.21,146.69,1.6,62.86,29.65,7.49
SL_SOIL_04431,Galle,5.978364,80.104613,Wet Zone,Ultisols,5.79,1.583,19.79,131.54,2.6,52.06,26.7,21.24
SL_SOIL_04432,Vavuniya,8.764539,80.387906,Dry Zone,Alfisols,6.55,1.148,15.18,162.83,1.33,53.49,24.62,21.89
SL_SOIL_04433,Trincomalee,8.734911,80.815176,Dry Zone,Alfisols,6.42,1.044,12.86,128.61,1.06,55.95,15.61,28.44
SL_SOIL_04434,Kurunegala,7.877285,80.171505,Intermediate Zone,Alfisols,6.18,0.958,6.84,124.54,0.98,63.96,18.57,17.47
SL_SOIL_04435,Mullaitivu,9.157215,80.450071,Dry Zone,Alfisols,7.17,0.729,7.36,169.37,1.07,73.59,16.22,10.19
SL_SOIL_04436,Anuradhapura,7.907226,80.761499,Dry Zone,Alfisols,6.4,0.933,11.43,100.23,0.94,65.15,18.55,16.29
SL_SOIL_04437,Anuradhapura,8.263871,80.603798,Dry Zone,Alfisols,6.48,0.997,14.86,132.08,1.07,60.27,17.88,21.85
SL_SOIL_04438,Polonnaruwa,8.002361,80.929088,Dry Zone,Vertisols,6.5,1.13,9.04,148.62,0.93,55.89,28.31,15.8
SL_SOIL_04439,Kurunegala,7.725539,80.558808,Intermediate Zone,Alfisols,5.98,0.918,7.89,124.93,1.41,61.69,17.82,20.49
SL_SOIL_04440,Kandy,7.327936,80.557515,Wet Zone,Ultisols,5.31,1.199,15.69,124.47,2.0,42.57,27.44,29.99
SL_SOIL_04441,Colombo,6.968666,79.972557,Wet Zone,Ultisols,5.84,1.262,15.11,112.22,1.95,57.96,24.28,17.76
SL_SOIL_04442,Kurunegala,7.941643,80.160428,Intermediate Zone,Alfisols,6.42,0.994,8.6,127.84,1.27,74.2,11.74,14.06
SL_SOIL_04443,Colombo,6.953409,79.873858,Wet Zone,Ultisols,5.55,1.194,17.69,117.44,1.74,45.12,33.45,21.43
SL_SOIL_04444,Mullaitivu,9.38983,80.552379,Dry Zone,Alfisols,6.76,0.79,12.78,162.11,1.03,66.13,14.1,19.77
SL_SOIL_04445,Anuradhapura,8.358313,80.496829,Dry Zone,Alfisols,6.15,0.981,10.5,125.16,1.11,68.07,21.03,10.9
SL_SOIL_04446,Anuradhapura,7.936434,80.895834,Dry Zone,Alfisols,6.01,0.884,12.38,132.05,0.96,60.02,15.37,24.61
SL_SOIL_04447,Monaragala,6.740148,81.356445,Intermediate Zone,Alfisols,6.51,0.729,7.65,116.05,0.9,66.01,20.43,13.57
SL_SOIL_04448,Jaffna,9.715106,80.019621,Dry Zone,Alfisols,7.19,0.87,13.96,172.81,0.95,73.03,14.8,12.17
SL_SOIL_04449,Kilinochchi,9.49338,80.62719,Dry Zone,Alfisols,6.8,0.944,10.91,147.96,1.33,59.01,18.22,22.77
SL_SOIL_04450,Hambantota,6.101253,81.090314,Dry Zone,Alfisols,6.37,1.053,13.86,96.42,0.94,65.94,8.88,25.18
SL_SOIL_04451,Hambantota,6.056135,80.68976,Dry Zone,Alfisols,6.44,0.585,7.35,123.16,0.9,64.19,26.7,9.12
SL_SOIL_04452,Matale,7.788879,80.734938,Intermediate Zone,Alfisols,5.31,0.953,17.59,134.18,1.5,63.36,22.91,13.73
SL_SOIL_04453,Colombo,6.899104,80.045105,Wet Zone,Ultisols,5.77,1.284,24.22,122.02,1.57,56.07,21.72,22.21
SL_SOIL_04454,Trincomalee,8.642806,81.014889,Dry Zone,Alfisols,6.94,1.009,11.65,118.76,1.29,64.86,26.29,8.84
SL_SOIL_04455,Badulla,6.976029,81.143196,Up Country Intermediate Zone,Inceptisols,5.11,1.74,20.56,130.58,2.52,38.48,29.68,31.84
SL_SOIL_04456,Gampaha,7.214603,79.916869,Wet Zone,Ultisols,5.89,0.922,13.77,92.29,1.19,66.31,26.84,6.85
SL_SOIL_04457,Ratnapura,6.875933,80.7171,Wet Zone,Ultisols,4.34,1.8,17.59,135.2,3.06,49.69,27.07,23.24
SL_SOIL_04458,Mullaitivu,9.24426,80.486408,Dry Zone,Alfisols,7.12,0.657,5.38,153.4,1.04,66.69,19.4,13.91
SL_SOIL_04459,Hambantota,6.247988,80.692151,Dry Zone,Alfisols,6.92,0.711,7.25,112.89,1.04,72.94,15.74,11.32
SL_SOIL_04460,Kandy,7.203419,80.555271,Wet Zone,Ultisols,5.59,1.492,22.85,128.86,2.24,51.6,34.91,13.49
SL_SOIL_04461,Matale,7.577318,80.714984,Intermediate Zone,Alfisols,6.03,0.965,8.81,103.04,1.48,50.77,25.96,23.27
SL_SOIL_04462,Kilinochchi,9.48277,80.548553,Dry Zone,Alfisols,7.3,0.615,5.67,173.67,0.91,57.87,19.96,22.17
SL_SOIL_04463,Ratnapura,6.560254,80.333577,Wet Zone,Ultisols,4.92,1.274,15.75,152.86,2.33,44.93,37.83,17.24
SL_SOIL_04464,Puttalam,8.288331,80.104123,Dry Zone,Alfisols,6.19,0.767,9.87,124.96,0.93,76.47,9.08,14.46
SL_SOIL_04465,Polonnaruwa,7.950212,80.831235,Dry Zone,Vertisols,7.14,0.885,10.63,142.17,1.02,65.78,23.94,10.28
SL_SOIL_04466,Kalutara,6.65734,80.159135,Wet Zone,Ultisols,5.14,1.265,22.34,109.42,1.82,50.8,29.75,19.45
SL_SOIL_04467,Mannar,9.160437,80.005288,Dry Zone,Alfisols,6.79,0.632,5.75,142.21,0.76,69.35,8.31,22.34
SL_SOIL_04468,Puttalam,7.787048,80.070178,Dry Zone,Alfisols,6.69,1.043,12.45,111.4,1.06,74.34,12.5,13.17
SL_SOIL_04469,Puttalam,7.934853,79.713982,Dry Zone,Alfisols,6.52,0.825,13.47,130.6,0.77,68.86,19.04,12.1
SL_SOIL_04470,Mullaitivu,9.119329,80.594768,Dry Zone,Alfisols,7.36,0.622,16.64,136.63,0.75,71.29,10.28,18.42
SL_SOIL_04471,Galle,5.958668,80.12651,Wet Zone,Ultisols,4.82,1.357,14.79,125.98,1.68,43.28,27.27,29.46
SL_SOIL_04472,Batticaloa,7.838517,81.583763,Dry Zone,Vertisols,6.4,1.097,13.56,147.78,1.48,61.63,26.75,11.63
SL_SOIL_04473,Monaragala,7.154484,81.133716,Intermediate Zone,Alfisols,5.68,0.956,16.49,123.58,1.24,50.64,15.16,34.2
SL_SOIL_04474,Galle,6.055405,80.20776,Wet Zone,Ultisols,5.98,1.534,14.8,139.57,2.32,45.36,25.13,29.51
SL_SOIL_04475,Matara,6.005112,80.625467,Wet Zone,Ultisols,4.93,1.291,14.51,128.84,1.23,63.16,25.46,11.39
SL_SOIL_04476,Matale,7.703621,80.572589,Intermediate Zone,Alfisols,6.34,1.439,18.08,124.54,2.43,57.4,34.01,8.6
SL_SOIL_04477,Polonnaruwa,7.826074,81.230537,Dry Zone,Vertisols,6.43,0.964,18.76,140.62,1.1,65.15,24.51,10.34
SL_SOIL_04478,Vavuniya,8.829313,80.352309,Dry Zone,Alfisols,7.05,0.963,22.5,139.31,1.65,60.36,26.04,13.6
SL_SOIL_04479,Kandy,7.407122,80.555809,Wet Zone,Ultisols,5.45,1.299,14.38,120.02,1.25,46.49,21.69,31.82
SL_SOIL_04480,Monaragala,7.020083,81.55367,Intermediate Zone,Alfisols,5.71,1.345,9.51,121.95,1.56,68.7,19.22,12.07
SL_SOIL_04481,Jaffna,9.723845,79.947324,Dry Zone,Alfisols,7.94,0.834,12.57,154.52,0.93,72.12,14.3,13.58
SL_SOIL_04482,Anuradhapura,8.031523,80.542948,Dry Zone,Alfisols,6.07,0.669,7.07,144.98,0.69,76.42,14.73,8.85
SL_SOIL_04483,Batticaloa,7.747268,81.579649,Dry Zone,Vertisols,6.61,0.891,11.61,145.69,1.06,72.33,21.53,6.14
SL_SOIL_04484,Kurunegala,7.893181,80.363896,Intermediate Zone,Alfisols,5.76,0.93,13.85,139.62,1.83,68.04,20.13,11.83
SL_SOIL_04485,Anuradhapura,7.915091,80.605604,Dry Zone,Alfisols,5.84,0.755,5.56,121.28,1.19,57.93,14.98,27.09
SL_SOIL_04486,Mullaitivu,9.014854,80.676223,Dry Zone,Alfisols,6.64,1.134,3.0,168.46,1.01,58.37,20.26,21.37
SL_SOIL_04487,Matara,5.951879,80.685491,Wet Zone,Ultisols,5.84,1.263,17.41,136.85,1.78,44.97,30.09,24.93
SL_SOIL_04488,Hambantota,6.283951,80.99822,Dry Zone,Alfisols,6.48,0.898,12.15,104.51,1.09,72.55,13.31,14.14
SL_SOIL_04489,Ampara,7.225306,81.735497,Dry Zone,Vertisols,6.49,1.041,16.24,158.24,1.29,51.12,18.28,30.59
SL_SOIL_04490,Puttalam,7.713027,79.796315,Dry Zone,Alfisols,6.54,0.858,9.43,137.25,1.04,77.67,14.38,7.96
SL_SOIL_04491,Ampara,7.432016,81.42177,Dry Zone,Vertisols,6.01,1.137,15.8,149.51,1.74,50.79,31.58,17.62
SL_SOIL_04492,Galle,6.011726,80.175249,Wet Zone,Ultisols,5.59,1.151,10.48,130.62,1.69,49.82,23.77,26.4
SL_SOIL_04493,Vavuniya,8.879172,80.301836,Dry Zone,Alfisols,7.31,0.586,14.39,142.44,0.96,59.68,22.68,17.64
SL_SOIL_04494,Vavuniya,8.751502,80.668403,Dry Zone,Alfisols,6.58,0.953,15.89,142.64,1.08,61.71,28.47,9.82
SL_SOIL_04495,Kegalle,7.112076,80.378241,Wet Zone,Ultisols,5.33,1.439,15.91,130.22,2.1,49.96,25.96,24.08
SL_SOIL_04496,Kandy,7.231364,80.655051,Wet Zone,Ultisols,6.19,1.365,12.23,132.4,1.48,60.71,32.13,7.16
SL_SOIL_04497,Batticaloa,7.527466,81.482432,Dry Zone,Vertisols,7.18,0.976,9.65,133.57,1.05,61.13,29.41,9.45
SL_SOIL_04498,Kalutara,6.574476,80.152502,Wet Zone,Ultisols,5.84,1.43,15.49,136.87,1.92,46.76,24.54,28.7
SL_SOIL_04499,Matale,7.470564,80.650575,Intermediate Zone,Alfisols,5.01,0.95,12.72,99.59,1.84,64.61,25.0,10.39
SL_SOIL_04500,Colombo,6.977818,79.939137,Wet Zone,Ultisols,4.82,1.391,16.63,115.0,1.5,58.16,32.75,9.09
SL_SOIL_04501,Kalutara,6.517751,80.040251,Wet Zone,Ultisols,5.51,1.192,20.07,117.45,1.2,40.5,32.01,27.49
SL_SOIL_04502,Batticaloa,7.757017,81.256927,Dry Zone,Vertisols,7.38,1.114,14.9,153.12,1.47,58.43,29.4,12.17
SL_SOIL_04503,Ratnapura,6.765864,80.526965,Wet Zone,Ultisols,5.33,1.426,19.13,125.54,2.56,41.06,33.18,25.76
SL_SOIL_04504,Matara,6.002354,80.608125,Wet Zone,Ultisols,4.95,1.156,9.89,123.28,1.95,51.15,35.6,13.25
SL_SOIL_04505,Kandy,7.379265,80.734114,Wet Zone,Ultisols,5.67,1.329,12.86,125.19,1.98,49.78,24.7,25.52
SL_SOIL_04506,Gampaha,7.142714,80.092047,Wet Zone,Ultisols,5.62,1.064,9.54,129.79,1.57,58.61,20.45,20.94
SL_SOIL_04507,Ratnapura,6.592058,80.466464,Wet Zone,Ultisols,5.04,1.655,11.02,137.14,2.55,48.37,34.19,17.43
SL_SOIL_04508,Ratnapura,6.801765,80.309833,Wet Zone,Ultisols,5.47,1.794,13.15,116.39,2.82,46.71,24.86,28.44
SL_SOIL_04509,Jaffna,9.582603,80.122457,Dry Zone,Alfisols,7.29,0.861,12.52,187.39,0.89,65.82,10.45,23.73
SL_SOIL_04510,Kandy,7.448186,80.587159,Wet Zone,Ultisols,6.19,1.454,12.95,123.77,2.04,47.06,37.25,15.69
SL_SOIL_04511,Kalutara,6.538525,80.121754,Wet Zone,Ultisols,5.11,1.09,14.09,137.07,2.48,52.78,30.43,16.78
SL_SOIL_04512,Gampaha,7.031965,79.976011,Wet Zone,Ultisols,6.01,1.312,5.94,108.8,1.53,58.11,19.72,22.16
SL_SOIL_04513,Kegalle,7.282341,80.251125,Wet Zone,Ultisols,5.35,1.583,20.1,126.22,2.5,63.63,23.61,12.76
SL_SOIL_04514,Trincomalee,8.522809,80.718028,Dry Zone,Alfisols,6.98,0.643,17.85,133.1,0.96,57.35,17.98,24.67
SL_SOIL_04515,Monaragala,6.878702,81.041739,Intermediate Zone,Alfisols,5.79,0.921,11.16,145.95,0.95,71.67,20.03,8.3
SL_SOIL_04516,Polonnaruwa,7.70128,80.81549,Dry Zone,Vertisols,6.56,1.036,23.17,123.75,0.95,56.33,23.23,20.44
SL_SOIL_04517,Ratnapura,6.816015,80.714076,Wet Zone,Ultisols,4.76,1.246,18.76,152.39,1.8,48.22,33.31,18.46
SL_SOIL_04518,Anuradhapura,8.244854,80.41076,Dry Zone,Alfisols,6.59,0.778,8.21,110.48,0.88,78.2,13.89,7.91
SL_SOIL_04519,Monaragala,6.920914,81.029429,Intermediate Zone,Alfisols,5.97,1.131,15.21,112.04,1.72,64.83,16.2,18.97
SL_SOIL_04520,Mullaitivu,9.162849,80.544254,Dry Zone,Alfisols,6.54,0.934,13.19,143.29,1.08,62.65,15.91,21.44
SL_SOIL_04521,Matale,7.492512,80.705513,Intermediate Zone,Alfisols,5.51,1.318,25.04,123.45,1.76,55.07,30.3,14.63
SL_SOIL_04522,Polonnaruwa,8.097899,81.098679,Dry Zone,Vertisols,6.33,1.211,13.65,148.86,1.13,66.17,28.62,5.21
SL_SOIL_04523,Hambantota,6.235468,80.902585,Dry Zone,Alfisols,6.56,0.877,5.26,104.5,0.95,64.45,9.53,26.02
SL_SOIL_04524,Kegalle,7.159665,80.461147,Wet Zone,Ultisols,5.62,1.866,20.18,120.37,2.37,53.38,31.15,15.48
SL_SOIL_04525,Kegalle,7.23048,80.388409,Wet Zone,Ultisols,5.28,1.435,14.57,112.22,2.69,57.75,23.7,18.55
SL_SOIL_04526,Badulla,7.068645,81.031649,Up Country Intermediate Zone,Inceptisols,4.8,1.337,8.43,151.37,1.42,46.02,41.78,12.2
SL_SOIL_04527,Nuwara Eliya,6.922363,80.686932,Up Country Wet Zone,Inceptisols,4.47,2.145,17.96,165.98,4.13,39.38,28.28,32.33
SL_SOIL_04528,Matale,7.697075,80.756525,Intermediate Zone,Alfisols,5.78,1.256,11.94,136.13,1.93,57.52,23.82,18.66
SL_SOIL_04529,Kegalle,7.320128,80.429916,Wet Zone,Ultisols,5.56,1.586,11.64,130.58,2.1,53.6,33.56,12.85
SL_SOIL_04530,Jaffna,9.625354,79.877989,Dry Zone,Alfisols,7.53,0.895,9.06,168.78,0.78,69.09,13.77,17.14
SL_SOIL_04531,Matara,6.008297,80.64531,Wet Zone,Ultisols,5.4,1.478,14.79,120.41,1.78,56.17,37.74,6.1
SL_SOIL_04532,Galle,5.980674,80.264291,Wet Zone,Ultisols,4.87,1.326,21.02,126.92,2.57,55.39,29.79,14.83
SL_SOIL_04533,Galle,6.088564,80.1399,Wet Zone,Ultisols,5.39,1.603,15.41,141.78,2.93,45.7,29.53,24.77
SL_SOIL_04534,Nuwara Eliya,7.037196,80.720186,Up Country Wet Zone,Inceptisols,5.56,1.645,16.84,131.37,3.0,43.53,26.71,29.76
SL_SOIL_04535,Polonnaruwa,8.117506,80.87931,Dry Zone,Vertisols,6.6,0.863,11.49,142.97,1.33,55.5,22.89,21.62
SL_SOIL_04536,Anuradhapura,8.474224,80.437893,Dry Zone,Alfisols,6.49,0.715,16.01,118.68,0.95,59.38,14.44,26.18
SL_SOIL_04537,Kalutara,6.710219,80.223929,Wet Zone,Ultisols,5.12,1.35,10.06,107.18,2.02,51.27,26.39,22.33
SL_SOIL_04538,Puttalam,7.900358,79.726271,Dry Zone,Alfisols,6.39,0.776,9.6,143.43,0.93,71.94,17.65,10.42
SL_SOIL_04539,Badulla,6.88423,81.131013,Up Country Intermediate Zone,Inceptisols,4.61,1.203,8.74,131.96,2.11,45.48,32.93,21.59
SL_SOIL_04540,Batticaloa,7.771147,81.095253,Dry Zone,Vertisols,6.23,0.915,14.75,154.08,1.46,63.57,11.76,24.67
SL_SOIL_04541,Kandy,7.345851,80.702153,Wet Zone,Ultisols,5.17,1.61,26.85,129.74,2.93,45.43,21.71,32.86
SL_SOIL_04542,Mannar,9.199797,80.090011,Dry Zone,Alfisols,7.04,0.665,7.27,176.94,0.99,75.95,13.68,10.37
SL_SOIL_04543,Nuwara Eliya,6.926376,80.722286,Up Country Wet Zone,Inceptisols,4.71,1.511,17.43,137.65,1.96,32.1,41.52,26.38
SL_SOIL_04544,Puttalam,7.894362,80.111377,Dry Zone,Alfisols,6.4,0.898,11.48,81.68,0.96,64.64,10.07,25.29
SL_SOIL_04545,Kandy,7.380741,80.660536,Wet Zone,Ultisols,5.29,1.637,11.58,138.34,2.44,44.39,27.4,28.21
SL_SOIL_04546,Batticaloa,7.986146,81.431319,Dry Zone,Vertisols,7.4,0.9,11.39,152.55,1.4,62.23,12.21,25.56
SL_SOIL_04547,Hambantota,6.191854,80.997743,Dry Zone,Alfisols,6.18,1.098,17.78,130.24,1.63,73.67,20.83,5.51
SL_SOIL_04548,Matale,7.705125,80.593235,Intermediate Zone,Alfisols,6.1,1.388,11.88,120.22,1.69,43.56,36.97,19.48
SL_SOIL_04549,Mullaitivu,9.242421,80.555961,Dry Zone,Alfisols,7.01,0.847,7.1,164.35,1.28,73.98,19.84,6.18
SL_SOIL_04550,Monaragala,6.692276,81.292967,Intermediate Zone,Alfisols,5.92,1.103,10.58,134.03,0.72,60.89,18.24,20.87
SL_SOIL_04551,Kurunegala,7.522582,80.1406,Intermediate Zone,Alfisols,6.59,1.261,7.24,128.23,1.33,61.68,24.65,13.67
SL_SOIL_04552,Matale,7.662636,80.785142,Intermediate Zone,Alfisols,5.35,1.376,9.06,142.66,2.51,61.56,15.41,23.03
SL_SOIL_04553,Kegalle,7.33693,80.525977,Wet Zone,Ultisols,5.5,1.351,21.39,126.23,2.23,58.22,36.69,5.09
SL_SOIL_04554,Ampara,7.405915,81.764012,Dry Zone,Vertisols,6.65,0.877,21.17,136.47,1.28,56.73,18.29,24.98
SL_SOIL_04555,Puttalam,7.742613,80.036281,Dry Zone,Alfisols,6.85,0.819,16.49,105.79,0.89,71.9,10.15,17.95
SL_SOIL_04556,Vavuniya,8.712255,80.667845,Dry Zone,Alfisols,6.77,1.025,11.12,163.65,1.48,60.57,21.16,18.27
SL_SOIL_04557,Kegalle,7.338188,80.313645,Wet Zone,Ultisols,5.72,1.587,11.73,133.47,2.47,47.16,34.8,18.04
SL_SOIL_04558,Ampara,7.491615,81.543969,Dry Zone,Vertisols,6.33,1.301,18.46,137.44,1.87,53.69,22.37,23.93
SL_SOIL_04559,Batticaloa,7.925338,81.301487,Dry Zone,Vertisols,6.53,1.11,11.32,145.02,0.88,66.05,27.86,6.1
SL_SOIL_04560,Badulla,7.162125,80.88993,Up Country Intermediate Zone,Inceptisols,4.88,1.74,16.73,154.52,2.42,45.99,39.51,14.5
SL_SOIL_04561,Kandy,7.236221,80.550989,Wet Zone,Ultisols,5.87,1.703,15.88,145.59,2.83,50.0,32.06,17.95
SL_SOIL_04562,Galle,6.125577,80.326117,Wet Zone,Ultisols,5.56,1.448,19.46,138.92,2.88,36.93,26.85,36.22
SL_SOIL_04563,Ampara,7.277779,81.540348,Dry Zone,Vertisols,5.96,0.97,12.97,136.24,1.05,51.47,29.48,19.05
SL_SOIL_04564,Ratnapura,6.647864,80.622977,Wet Zone,Ultisols,4.94,1.339,16.15,123.68,2.18,51.47,23.73,24.8
SL_SOIL_04565,Badulla,6.983151,81.10753,Up Country Intermediate Zone,Inceptisols,4.93,1.697,17.15,141.07,3.15,43.41,36.43,20.15
SL_SOIL_04566,Polonnaruwa,8.121652,81.232526,Dry Zone,Vertisols,6.58,0.753,16.25,130.81,0.91,59.65,22.61,17.74
SL_SOIL_04567,Badulla,7.050456,81.07397,Up Country Intermediate Zone,Inceptisols,5.32,1.77,17.93,153.3,1.99,43.57,28.22,28.21
SL_SOIL_04568,Polonnaruwa,8.076363,81.051281,Dry Zone,Vertisols,6.58,0.927,17.93,134.74,1.18,58.35,14.28,27.38
SL_SOIL_04569,Matara,5.913602,80.67036,Wet Zone,Ultisols,5.79,1.057,19.15,121.15,1.78,44.76,31.61,23.63
SL_SOIL_04570,Trincomalee,8.63143,80.907447,Dry Zone,Alfisols,7.07,1.081,7.78,141.89,1.07,76.61,9.86,13.54
SL_SOIL_04571,Ampara,7.439694,81.797649,Dry Zone,Vertisols,5.53,1.109,14.25,142.49,0.96,57.12,31.22,11.65
SL_SOIL_04572,Monaragala,6.89155,81.323786,Intermediate Zone,Alfisols,6.74,1.21,9.59,146.95,1.29,60.98,13.74,25.28
SL_SOIL_04573,Jaffna,9.767003,80.125876,Dry Zone,Alfisols,7.29,0.53,16.96,165.78,1.13,67.93,10.17,21.9
SL_SOIL_04574,Jaffna,9.787219,79.747308,Dry Zone,Alfisols,6.93,0.689,14.38,167.62,1.09,78.99,14.36,6.65
SL_SOIL_04575,Gampaha,7.059839,79.95234,Wet Zone,Ultisols,5.54,1.102,14.64,110.26,1.53,53.01,20.9,26.09
SL_SOIL_04576,Hambantota,6.344309,80.711574,Dry Zone,Alfisols,6.42,0.627,3.67,85.28,0.98,69.02,19.26,11.73
SL_SOIL_04577,Trincomalee,8.748755,80.826282,Dry Zone,Alfisols,6.57,0.746,17.01,158.79,1.16,66.94,16.2,16.86
SL_SOIL_04578,Kilinochchi,9.321574,80.596863,Dry Zone,Alfisols,6.93,0.61,13.4,141.5,0.84,59.9,6.91,33.19
SL_SOIL_04579,Jaffna,9.752339,80.011532,Dry Zone,Alfisols,7.76,0.586,11.11,180.19,1.05,64.15,12.96,22.88
SL_SOIL_04580,Badulla,6.843162,80.892791,Up Country Intermediate Zone,Inceptisols,4.63,1.438,18.12,118.68,2.16,34.95,40.16,24.89
SL_SOIL_04581,Kegalle,7.117992,80.21115,Wet Zone,Ultisols,5.68,1.561,14.69,140.94,1.83,46.26,33.56,20.18
SL_SOIL_04582,Trincomalee,8.638,81.296803,Dry Zone,Alfisols,6.58,0.703,11.56,160.69,1.18,73.13,19.09,7.79
SL_SOIL_04583,Kandy,7.240587,80.64502,Wet Zone,Ultisols,5.52,1.563,9.88,150.29,2.24,46.62,38.14,15.23
SL_SOIL_04584,Ampara,7.266999,81.772935,Dry Zone,Vertisols,6.47,1.162,18.4,145.09,1.21,56.31,29.62,14.07
SL_SOIL_04585,Anuradhapura,8.127426,80.692381,Dry Zone,Alfisols,6.35,1.125,8.01,131.27,0.96,72.16,17.31,10.53
SL_SOIL_04586,Batticaloa,7.578886,81.284105,Dry Zone,Vertisols,7.28,1.028,14.95,151.95,1.68,54.33,17.42,28.25
SL_SOIL_04587,Kegalle,7.224727,80.28935,Wet Zone,Ultisols,5.55,1.518,14.54,133.47,2.2,47.83,31.64,20.53
SL_SOIL_04588,Polonnaruwa,7.915939,81.204997,Dry Zone,Vertisols,6.02,0.888,11.49,134.39,1.09,61.18,13.58,25.24
SL_SOIL_04589,Matale,7.682757,80.664093,Intermediate Zone,Alfisols,6.1,1.649,16.16,141.67,1.8,55.55,25.75,18.7
SL_SOIL_04590,Nuwara Eliya,6.953773,80.862248,Up Country Wet Zone,Inceptisols,5.13,1.33,15.84,164.95,3.48,36.79,37.73,25.47
SL_SOIL_04591,Trincomalee,8.46659,81.066928,Dry Zone,Alfisols,6.67,0.8,11.32,125.38,1.15,64.71,19.63,15.66
SL_SOIL_04592,Colombo,6.803409,79.814759,Wet Zone,Ultisols,6.49,1.254,6.99,146.83,1.43,57.38,26.2,16.43
SL_SOIL_04593,Kegalle,7.214313,80.533293,Wet Zone,Ultisols,5.16,1.332,19.15,103.66,1.71,61.28,27.69,11.03
SL_SOIL_04594,Puttalam,7.925523,79.731565,Dry Zone,Alfisols,6.81,0.789,10.78,121.94,1.01,78.38,16.48,5.14
SL_SOIL_04595,Kandy,7.226931,80.717109,Wet Zone,Ultisols,4.64,1.616,19.64,120.21,1.96,45.77,30.86,23.37
SL_SOIL_04596,Trincomalee,8.428104,80.987718,Dry Zone,Alfisols,6.61,1.211,12.22,135.08,0.97,69.51,12.2,18.28
SL_SOIL_04597,Hambantota,6.085989,80.877245,Dry Zone,Alfisols,6.63,0.958,20.05,109.95,0.91,59.03,13.75,27.22
SL_SOIL_04598,Ratnapura,6.668354,80.607724,Wet Zone,Ultisols,5.12,1.879,19.2,154.73,3.44,37.4,30.43,32.17
SL_SOIL_04599,Gampaha,7.143922,79.986074,Wet Zone,Ultisols,5.7,1.335,7.44,105.82,1.66,60.12,31.43,8.45
SL_SOIL_04600,Matara,6.094899,80.671425,Wet Zone,Ultisols,5.71,1.209,16.99,134.8,2.27,50.42,27.34,22.24
SL_SOIL_04601,Batticaloa,7.710803,81.162381,Dry Zone,Vertisols,5.97,1.062,14.56,154.85,1.47,61.81,20.28,17.91
SL_SOIL_04602,Galle,5.992866,80.266301,Wet Zone,Ultisols,4.81,1.582,23.83,135.96,2.14,46.14,27.63,26.23
