Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt,pH_scaled,Nitrogen_scaled,Phosphorus_scaled,Potassium_scaled,Organic_Carbon_scaled,Sand_scaled,Clay_scaled,Silt_scaled
SL_SOIL_03514,Badulla,6.860854,81.196375,Up Country Intermediate Zone,Inceptisols,5.28,1.423,11.41,132.67,1.38,41.51,35.54,22.95,-0.9775396318860862,0.9571245046710654,-0.44885185960952384,-0.15000039079603827,-0.2708368783590405,-1.5243128989482464,1.4085644143725302,0.6047074384613194
SL_SOIL_03515,Matara,6.05594,80.554858,Wet Zone,Ultisols,5.16,1.164,14.43,119.24,2.17,48.42,30.12,21.47,-1.1272914035913366,0.13659991921172182,0.2057658567161491,-0.8617149625144881,0.9043475816919407,-0.8790784422632141,0.7692365070809485,0.40052251792007193
SL_SOIL_03516,Polonnaruwa,7.770361,81.133948,Dry Zone,Vertisols,6.56,0.881,18.81,129.2,1.23,57.17,22.29,20.54,0.6198125996365833,-0.7599578324677918,1.1551783062215952,-0.3338909018804032,-0.4939731682421381,-0.06203046889215335,-0.15436820031630014,0.27221712866104486
SL_SOIL_03517,Puttalam,8.078575,79.801959,Dry Zone,Alfisols,7.09,0.656,14.04,120.06,0.78,73.68,10.19,16.13,1.2812162580014392,-1.4727687657818929,0.12122913176018459,-0.8182595679642919,-1.1633820378914312,1.4796223357199858,-1.5816500597679868,-0.33619874943821265
SL_SOIL_03518,Nuwara Eliya,7.084415,80.749941,Up Country Wet Zone,Inceptisols,4.67,1.563,16.01,131.57,3.2,39.21,49.27,11.52,-1.738777804721109,1.4006513076220612,0.5482479732044155,-0.20829421275361767,2.4365501055558787,-1.7390797948057821,3.0281164747255604,-0.9722071843673684
SL_SOIL_03519,Anuradhapura,8.259627,80.662453,Dry Zone,Alfisols,5.72,0.996,22.67,127.75,1.19,65.45,12.01,22.54,-0.4284498023001689,-0.39563224432947347,1.991875122452423,-0.4107327580972122,-0.5534761788776309,0.7111303561949762,-1.3669679949578983,0.5481426969600278
SL_SOIL_03520,Kegalle,7.082061,80.274076,Wet Zone,Ultisols,5.59,1.677,12.59,136.29,1.89,50.77,20.88,28.34,-0.59068088831419,1.7618088471678728,-0.19307407640942648,0.041839277827996936,0.4878265072434917,-0.6596427008435577,-0.32068782195488515,1.3483268450270787
SL_SOIL_03521,Puttalam,7.922012,79.973881,Dry Zone,Alfisols,6.38,0.667,9.09,109.77,0.85,71.28,9.82,18.91,0.39518494207870813,-1.4379202312643147,-0.9517369926809018,-1.3635717751856513,-1.059251769279319,1.2555177487382085,-1.6252942158008068,0.047337790497373876
SL_SOIL_03522,Kandy,7.377597,80.743848,Wet Zone,Ultisols,5.2,1.175,18.95,126.52,1.72,50.37,32.33,17.3,-1.0773741463562532,0.17144845372930048,1.1855248228724544,-0.4759158499225061,0.2349387120426477,-0.696993465340521,1.0299218714931984,-0.17478229198330736
SL_SOIL_03523,Monaragala,7.039014,81.423529,Intermediate Zone,Alfisols,6.03,1.043,12.64,143.81,1.9,68.07,15.61,16.33,-0.04159105872827156,-0.24673396048163926,-0.18223603474840525,0.44035704248345137,0.5027022599023648,0.9557778636500815,-0.9423221524764048,-0.30860619260831446
SL_SOIL_03524,Galle,5.968067,80.329094,Wet Zone,Ultisols,5.29,1.702,18.68,143.06,2.01,45.67,26.25,28.08,-0.9650603175773156,1.8410100619805505,1.1269993979029407,0.40061125478510157,0.6663355391499697,-1.1358649481798333,0.31274222641334287,1.3124565211482107
SL_SOIL_03525,Kandy,7.4127,80.595732,Wet Zone,Ultisols,5.92,1.598,17.64,141.04,1.5,53.61,29.97,16.43,-0.17886351612475143,1.5115330083598109,0.9015681313537024,0.2935625999175456,-0.09232784645256222,-0.3944522729151223,0.751542930310886,-0.2948099141933651
SL_SOIL_03526,Badulla,6.939545,81.169052,Up Country Intermediate Zone,Inceptisols,5.16,1.427,19.4,139.39,2.41,42.57,29.87,27.56,-1.1272914035913366,0.9697966990410938,1.283067197821644,0.20612186698117577,1.2613656455048974,-1.425333373031295,0.7397472124641782,1.240715873390475
SL_SOIL_03527,Mannar,8.896573,79.910928,Dry Zone,Alfisols,7.35,0.67,14.5,157.6,0.7,74.05,12.75,13.2,1.6056784300294815,-1.4284160854867933,0.22093911504157868,1.1711495922971091,-1.2823880591624168,1.5141717928796754,-1.2796796828922579,-0.7404297069962227
SL_SOIL_03528,Mullaitivu,9.369642,80.561105,Dry Zone,Alfisols,6.9,0.954,12.2,142.55,0.91,64.94,23.71,11.34,1.0441092861347936,-0.5286902852147725,-0.277610801365391,0.3735841191502242,-0.9699972533260798,0.6635081314613482,0.01313099310695584,-0.9970404855142768
SL_SOIL_03529,Kalutara,6.655916,79.99834,Wet Zone,Ultisols,5.67,0.986,12.61,130.8,1.41,41.18,23.64,35.19,-0.49084637384402297,-0.4273127302545447,-0.18873885974501814,-0.24909988812392247,-0.22620962038242096,-1.5551272796582405,0.0048739906142601,2.293371916451095
SL_SOIL_03530,Badulla,7.182078,80.852863,Up Country Intermediate Zone,Inceptisols,5.44,1.531,25.19,125.3,1.81,53.84,35.64,10.52,-0.7778706029457522,1.2992737526618334,2.538112422167885,-0.5405689979118217,0.36882048597250644,-0.3729755833293683,1.4203601322192385,-1.1101699685168598
SL_SOIL_03531,Mannar,9.129532,79.822005,Dry Zone,Alfisols,6.92,0.825,15.62,190.7,1.05,74.35,15.76,9.88,1.0690679147523348,-0.9373685536481905,0.4637112482484506,2.925263689384279,-0.7617367161018552,1.5421848662523974,-0.9246285757063425,-1.1984661503725342
SL_SOIL_03532,Gampaha,7.01245,80.121704,Wet Zone,Ultisols,5.31,1.101,13.79,87.97,1.45,67.29,26.17,6.54,-0.9401016889597744,-0.06298714211622634,0.06703892345507921,-2.5188493376176853,-0.1667066097469282,0.8829438728810054,0.30330565213597654,-1.659261849431836
SL_SOIL_03533,Ratnapura,6.883864,80.682766,Wet Zone,Ultisols,5.18,2.049,18.81,138.41,3.52,48.74,42.76,8.5,-1.1023327749737954,2.9403229235805197,1.1551783062215952,0.1541873710553326,2.91257419063982,-0.8491978306656439,2.260215242904859,-1.3888547924988326
SL_SOIL_03534,Gampaha,7.168927,80.027473,Wet Zone,Ultisols,5.65,0.99,9.05,141.96,1.92,58.66,24.65,16.69,-0.5158050024615641,-0.4146405358845162,-0.9604074260097185,0.3423174328275222,0.5324537652201112,0.07710112885903252,0.12401074086601221,-0.2589395903144971
SL_SOIL_03535,Monaragala,7.195488,81.077375,Intermediate Zone,Alfisols,6.1,0.976,11.12,121.66,1.67,50.62,22.05,27.33,0.04576414143312372,-0.45899321617961586,-0.5117125012434462,-0.7334685542078127,0.16055994874828175,-0.6736492375299192,-0.18267792314839953,1.208984433036092
SL_SOIL_03536,Hambantota,6.107488,80.993322,Dry Zone,Alfisols,6.2,0.984,11.59,105.05,0.8,67.34,20.0,12.65,0.170557284520833,-0.4336488274395589,-0.409834909629848,-1.613705265767266,-1.1336305325736848,0.8876127184431254,-0.42449013900591676,-0.8163092382784429
SL_SOIL_03537,Colombo,6.922251,80.044993,Wet Zone,Ultisols,6.4,1.305,12.04,118.53,1.84,35.11,20.28,44.6,0.42014357069625047,0.5832947707552253,-0.3122925346806585,-0.8993409748689256,0.41344774394912603,-2.1219251308996507,-0.3914621290351338,3.5916017152978106
SL_SOIL_03538,Matara,5.921043,80.682879,Wet Zone,Ultisols,5.03,1.092,13.19,108.18,1.45,59.55,30.99,9.45,-1.2895224896053576,-0.09149957944879006,-0.06301757647717363,-1.4478328451061524,-0.1667066097469282,0.16020657986477474,0.8718592523473092,-1.2577901475568158
SL_SOIL_03539,Monaragala,7.247223,81.381421,Intermediate Zone,Alfisols,5.3,1.069,20.87,126.11,0.85,58.75,24.9,16.35,-0.952581003268545,-0.16436469707645415,1.601705622655664,-0.4976435471976038,-1.059251769279319,0.08550505087084946,0.1535000354827826,-0.30584693692532416
SL_SOIL_03540,Nuwara Eliya,6.896205,80.719075,Up Country Wet Zone,Inceptisols,4.05,1.433,17.84,153.06,2.43,46.25,30.03,23.72,-2.512495291864903,0.9888049905961365,0.9449202979977865,0.9305550907630987,1.2911171508226438,-1.0817063396592372,0.7586203610189112,0.7109387822564278
SL_SOIL_03541,Nuwara Eliya,6.985925,80.795072,Up Country Wet Zone,Inceptisols,4.81,1.777,23.52,130.4,4.06,38.16,44.82,17.02,-1.5640674043983174,2.078613706418584,2.1761218306897807,-0.2702976415630427,3.715864834218972,-1.8371255516103098,2.503207030547047,-0.21341187154516514
SL_SOIL_03542,Badulla,6.855773,80.93844,Up Country Intermediate Zone,Inceptisols,5.04,1.326,22.23,124.7,2.21,46.94,38.23,14.83,-1.2770431752965872,0.6498237911978751,1.8965003558354372,-0.5723656280705012,0.9638505923274335,-1.0172762709019767,1.7258692244489793,-0.5155503688325515
SL_SOIL_03543,Kegalle,7.131182,80.33443,Wet Zone,Ultisols,5.1,1.496,14.15,128.37,1.93,39.57,31.03,29.4,-1.2021672894439623,1.1883920519240847,0.14507282341443123,-0.3778762402665762,0.5473295178789844,-1.7054641067585157,0.8765775394859927,1.4945673962255395
SL_SOIL_03544,Kurunegala,7.548538,80.589532,Intermediate Zone,Alfisols,6.7,1.033,14.15,128.62,1.52,56.2,15.91,27.89,0.794522999959376,-0.2784144464067104,0.14507282341443123,-0.36462764436712625,-0.06257634113481583,-0.15260607279728797,-0.9069349989362803,1.2862435921598077
SL_SOIL_03545,Trincomalee,8.610292,81.112649,Dry Zone,Alfisols,7.07,0.839,15.55,106.22,1.14,56.77,17.73,25.5,1.256257629383898,-0.8930158733530908,0.44853798992302146,-1.5517018369578401,-0.6278549421719969,-0.099381233389116,-0.6922529341261918,0.9565125380425228
SL_SOIL_03546,Mannar,9.016455,79.871226,Dry Zone,Alfisols,7.36,0.857,12.12,149.85,1.23,82.98,5.0,12.02,1.618157744338253,-0.8359909986879627,-0.29495166802302475,0.7604431194141612,-0.4939731682421381,2.3480276102743702,-2.19384781601214,-0.9032257922926227
SL_SOIL_03547,Nuwara Eliya,7.076242,80.770951,Up Country Wet Zone,Inceptisols,4.0,1.156,20.91,124.47,1.91,45.38,41.68,12.94,-2.574891863408757,0.11125553047166485,1.6103760559844806,-0.5845543362979954,0.517578012561238,-1.1629442524401312,2.132821490160411,-0.7763000308750905
SL_SOIL_03548,Matara,5.964972,80.472487,Wet Zone,Ultisols,4.82,1.331,15.67,140.87,2.04,58.9,20.76,20.34,-1.5515880900895458,0.6656640341604103,0.47454928990947187,0.2845535547059203,0.7109627971265896,0.09951158755721037,-0.3348426833709346,0.24462457183114666
SL_SOIL_03549,Puttalam,7.973487,79.712915,Dry Zone,Alfisols,6.73,0.882,12.62,129.6,1.05,73.3,12.31,14.38,0.831960942885689,-0.7567897838752847,-0.18657125141281397,-0.31269314844128304,-0.7617367161018552,1.4441391094478702,-1.3315808414177737,-0.5776336216998226
SL_SOIL_03550,Jaffna,9.802143,79.835776,Dry Zone,Alfisols,7.99,0.766,12.9,176.43,0.76,79.54,10.0,10.45,2.404354545790817,-1.12428342060611,-0.1258782181110957,2.1690338354436784,-1.1931335432091776,2.0268110356004905,-1.6040619236767322,-1.1198273634073244
SL_SOIL_03551,Colombo,6.850967,80.043314,Wet Zone,Ultisols,5.85,1.356,13.28,126.87,1.93,54.89,28.7,16.41,-0.2662187162861478,0.7448652489730887,-0.04350910148733573,-0.4573678156632757,0.5473295178789844,-0.27492982652484127,0.6017373136576926,-0.2975691698763549
SL_SOIL_03552,Kegalle,7.343187,80.335576,Wet Zone,Ultisols,5.27,1.234,9.19,126.28,1.89,43.59,30.52,25.89,-0.9900189461948579,0.35836332068722015,-0.9300609093588598,-0.48863450198597774,0.4878265072434917,-1.3300889235640394,0.816419378467781,1.0103180238608245
SL_SOIL_03553,Mullaitivu,9.172003,80.905113,Dry Zone,Alfisols,7.24,0.827,7.76,149.41,1.08,64.59,23.92,11.49,1.4684059726330028,-0.9310324564631762,-1.2400289008640624,0.7371255906311295,-0.7171094581252357,0.6308262125265063,0.03790200058504307,-0.9763460678918531
SL_SOIL_03554,Trincomalee,8.430161,80.749648,Dry Zone,Alfisols,7.39,0.901,12.29,139.75,1.45,61.46,19.55,18.99,1.655595687264565,-0.6965968606176495,-0.2581023263755531,0.22519984507638438,-0.1667066097469282,0.33855648033777236,-0.4775708693161034,0.05837481322933296
SL_SOIL_03555,Kalutara,6.649773,80.119613,Wet Zone,Ultisols,5.62,1.532,18.67,144.35,2.1,47.77,32.8,19.43,-0.5532429453878771,1.3024418012543408,1.124831789570737,0.4689740096262628,0.8002173130798288,-0.9397734345707784,1.0853617453727267,0.11907843825510939
SL_SOIL_03556,Matara,5.979538,80.478528,Wet Zone,Ultisols,6.09,1.535,9.81,124.79,1.7,54.95,25.25,19.79,0.03328482712435312,1.311945947031862,-0.7956691927621982,-0.567596133546699,0.20518720672490134,-0.2693272118502967,0.1947850479462613,0.16874504054892625
SL_SOIL_03557,Vavuniya,8.715737,80.398096,Dry Zone,Alfisols,6.51,1.134,10.65,137.29,1.07,64.37,23.45,12.18,0.5574160280927293,0.04155846143650824,-0.6135900928570441,0.09483366142579666,-0.7319852107841089,0.6102832920531769,-0.017537873294485543,-0.881151746828704
SL_SOIL_03558,Kalutara,6.506684,80.007496,Wet Zone,Ultisols,4.38,1.353,9.0,133.97,1.44,37.31,28.4,34.29,-2.1006779196754644,0.7353611031955669,-0.9712454676707397,-0.08110769211889804,-0.1815823624058014,-1.9164959261663552,0.566350160117568,2.169205410716553
SL_SOIL_03559,Ampara,7.147055,81.766033,Dry Zone,Vertisols,6.41,1.324,16.95,145.8,1.75,56.85,18.05,25.1,0.43262288500502105,0.6434876940128609,0.7520031564316113,0.5458158658430733,0.2795659700192673,-0.0919110804897236,-0.6545066370167257,0.9013274243827264
SL_SOIL_03560,Mullaitivu,9.394549,80.760251,Dry Zone,Alfisols,6.44,1.096,12.18,161.27,1.51,56.42,18.42,25.16,0.47006082793133397,-0.0788273850787616,-0.28194601802979935,1.365638980101035,-0.07745209379368902,-0.13206315232395857,-0.6108624809839054,0.9096051914316957
SL_SOIL_03561,Anuradhapura,8.446403,80.766269,Dry Zone,Alfisols,6.28,0.838,12.89,114.84,1.11,61.23,23.32,15.46,0.27039179899099997,-0.8961839219455979,-0.12804582644329987,-1.0948902503448064,-0.6724822001486161,0.31707979075201836,-0.032872306495206026,-0.4286338148183717
SL_SOIL_03562,Ratnapura,6.600529,80.615176,Wet Zone,Ultisols,4.94,1.327,17.34,104.61,1.94,46.24,38.41,15.35,-1.4018363183842952,0.6529918397903819,0.8365398813875758,-1.6370227945502978,0.5622052705378576,-1.0826401087716613,1.747101516573054,-0.4438097210748159
SL_SOIL_03563,Trincomalee,8.703541,80.786993,Dry Zone,Alfisols,6.76,0.876,11.38,127.47,0.99,62.91,19.88,17.21,0.8693988858120008,-0.7757980754303274,-0.4553546846061363,-0.4255711855045962,-0.8509912320550944,0.473953001639262,-0.4386450004219667,-0.1871989425567616
SL_SOIL_03564,Mullaitivu,9.170451,80.804296,Dry Zone,Alfisols,6.9,0.783,12.59,163.74,1.27,69.64,6.23,24.13,1.0441092861347936,-1.0704265945334892,-0.19307407640942648,1.4965351075876,-0.43447015760664537,1.1023796143006612,-2.0487604864976294,0.7675035237577194
SL_SOIL_03565,Nuwara Eliya,7.000888,80.861926,Up Country Wet Zone,Inceptisols,4.61,1.743,20.29,150.76,3.12,35.71,37.94,26.35,-1.813653690573734,1.9709000542733428,1.4759843393878191,0.8086680084881588,2.317544084284893,-2.0658989841542064,1.6916616426935258,1.0737809045695907
SL_SOIL_03566,Trincomalee,8.58545,81.424229,Dry Zone,Alfisols,6.4,0.899,12.84,138.75,1.3,57.72,25.45,16.83,0.42014357069625047,-0.7029329578026637,-0.1388838681043211,0.17220546147858468,-0.3898428996300258,-0.010673167708829798,0.21837648363967754,-0.2396248005335687
SL_SOIL_03567,Vavuniya,8.694208,80.555724,Dry Zone,Alfisols,6.31,1.112,16.34,146.17,1.06,52.51,24.28,23.21,0.30782974191731177,-0.028138607598647683,0.6197790481671542,0.565423787774258,-0.746860963442982,-0.49716687528177006,0.08036658483319235,0.6405777623401874
SL_SOIL_03568,Trincomalee,8.801717,81.036652,Dry Zone,Alfisols,6.76,1.115,10.36,129.25,1.15,57.52,19.6,22.87,0.8693988858120008,-0.01863446182112668,-0.6764507344909666,-0.33124118270051267,-0.6129791895131237,-0.029348549957310788,-0.4716730103927492,0.5936704157293603
SL_SOIL_03569,Matara,5.925631,80.579626,Wet Zone,Ultisols,5.08,1.47,23.66,109.94,2.28,62.25,24.06,13.69,-1.2271259180615037,1.1060227885188996,2.20646834734064,-1.3545627299740253,1.0679808609395456,0.4123242402192738,0.05441600557043413,-0.6728279427629719
SL_SOIL_03570,Kilinochchi,9.403087,80.461059,Dry Zone,Alfisols,6.44,0.93,9.1,169.19,1.22,64.19,18.18,17.64,0.47006082793133397,-0.604723451434943,-0.9495693843486976,1.785354498195608,-0.5088489209010113,0.593475448029543,-0.6391722038160051,-0.12787494537248026
SL_SOIL_03571,Anuradhapura,8.046396,80.773592,Dry Zone,Alfisols,5.93,0.641,9.51,112.72,0.97,66.13,12.52,21.36,-0.16638420181598085,-1.5202894946694998,-0.8606974427283248,-1.207238343572142,-0.8807427373728408,0.7746266558398123,-1.3068098339396867,0.38534661166362794
SL_SOIL_03572,Colombo,6.854728,79.992795,Wet Zone,Ultisols,5.68,0.961,13.1,111.41,1.83,55.35,22.24,22.42,-0.4783670595352524,-0.5065139450672227,-0.08252605146701154,-1.2766609860852598,0.39857199129025284,-0.231976447353334,-0.1602660592396543,0.5315871628620893
SL_SOIL_03573,Galle,6.036906,80.318001,Wet Zone,Ultisols,5.69,1.147,14.13,110.41,1.16,48.01,32.41,19.58,-0.4658877452264807,0.08274309313910114,0.1407376067500229,-1.3296553696830595,-0.5981034368542505,-0.9173629758726013,1.0393584457705647,0.1397728558775329
SL_SOIL_03574,Polonnaruwa,7.754262,80.922835,Dry Zone,Vertisols,6.78,0.971,8.59,147.56,1.06,50.26,21.68,28.06,0.894357514429543,-0.47483345914215147,-1.0601174092911125,0.6390859809752003,-0.746860963442982,-0.7072649255771857,-0.22632207918121983,1.3096972654652208
SL_SOIL_03575,Polonnaruwa,7.944593,80.89484,Dry Zone,Vertisols,6.68,0.921,15.75,107.62,1.24,59.6,17.84,22.56,0.7695643713418338,-0.633235888767507,0.4918901565671056,-1.4775096999209203,-0.4790974155832649,0.1648754254268955,-0.6792776444948129,0.5509019526430177
SL_SOIL_03576,Trincomalee,8.875234,81.494357,Dry Zone,Alfisols,6.87,0.728,7.77,144.78,0.59,60.25,18.89,20.86,1.0066713432084806,-1.2446692671213808,-1.2378612925318584,0.49176159457331703,-1.4460213384100218,0.22557041773445988,-0.5554226071043772,0.3163652195888822
SL_SOIL_03577,Jaffna,9.652791,80.186927,Dry Zone,Alfisols,7.48,0.753,21.55,148.6,0.91,65.25,14.76,19.98,1.7679095160435037,-1.1654680523087027,1.7491029892455505,0.6942001399169115,-0.9699972533260798,0.6924549739464946,-1.042585754173424,0.19495796953732983
SL_SOIL_03578,Kilinochchi,9.553412,80.53238,Dry Zone,Alfisols,7.29,1.034,8.27,165.92,0.99,66.14,19.03,14.83,1.5308025441768567,-0.27524639781420296,-1.1294808759216475,1.6120628638308023,-0.8509912320550944,0.7755604249522369,-0.5389086021189857,-0.5155503688325515
SL_SOIL_03579,Badulla,6.952669,80.994094,Up Country Intermediate Zone,Inceptisols,5.1,1.321,19.68,129.69,2.26,48.45,32.53,19.02,-1.2021672894439623,0.6339835482353392,1.343760231123362,-0.3079236539174809,1.0382293556217992,-0.8762771349259418,1.053513307186615,0.06251369675381786
SL_SOIL_03580,Hambantota,6.123535,80.764652,Dry Zone,Alfisols,6.77,1.058,11.34,100.58,1.22,72.06,19.84,8.1,0.8818782001207713,-0.19921323159403212,-0.4640251179349534,-1.8505901604494306,-0.5088489209010113,1.3283517395072861,-0.44336328756064985,-1.4440399061586293
SL_SOIL_03581,Hambantota,6.218975,80.649323,Dry Zone,Alfisols,6.55,0.698,13.31,103.72,1.12,64.11,19.28,16.61,0.6073332853278127,-1.3397107248965943,-0.037006276490722835,-1.6841877959523395,-0.657606447489743,0.5860052951301506,-0.5094193075022153,-0.26997661304645665
SL_SOIL_03582,Ratnapura,6.767465,80.473748,Wet Zone,Ultisols,4.92,1.575,17.22,136.33,2.61,45.58,40.7,13.72,-1.4267949470018375,1.4386678907321466,0.8105285814011249,0.04395905317191001,1.5588806986823607,-1.1442688701916501,2.0172234552626715,-0.668689059238487
SL_SOIL_03583,Matale,7.581091,80.777356,Intermediate Zone,Alfisols,5.84,1.463,19.49,137.61,2.14,57.5,23.83,18.67,-0.27869803059491843,1.0838464483713501,1.3025756728114817,0.1117918641770937,0.8597203237153215,-0.031216088182159218,0.027285854523005325,0.014226722301496129
SL_SOIL_03584,Trincomalee,8.72275,80.835995,Dry Zone,Alfisols,6.81,0.754,10.23,131.87,1.28,69.22,18.53,12.25,0.9317954573558549,-1.1623000037161957,-0.7046296428096211,-0.19239589767427714,-0.41959440494777217,1.06316131157885,-0.5978871913525265,-0.8714943519382395
SL_SOIL_03585,Hambantota,6.205005,80.674503,Dry Zone,Alfisols,6.57,0.741,12.36,108.92,1.13,66.96,10.71,22.33,0.632291913945355,-1.2034846354187883,-0.24292906805012351,-1.4086170012437809,-0.6427306948308701,0.8521294921710099,-1.5203123269651042,0.5191705122886345
SL_SOIL_03586,Trincomalee,8.649273,81.104135,Dry Zone,Alfisols,6.27,0.766,10.32,123.94,0.69,60.07,19.41,20.52,0.25791248468222827,-1.12428342060611,-0.6851211678197833,-0.6126413596048292,-1.29726381182129,0.20876257371082665,-0.49408487430149484,0.2694578729780551
SL_SOIL_03587,Ratnapura,6.624637,80.558591,Wet Zone,Ultisols,4.86,1.514,14.36,122.69,2.5,55.38,23.32,21.31,-1.5016708328544623,1.2454169265892128,0.19059259839071954,-0.6788843391020789,1.395247419434756,-0.2291751400160617,-0.032872306495206026,0.37844847245615326
SL_SOIL_03588,Polonnaruwa,7.986604,80.876003,Dry Zone,Vertisols,6.76,0.849,11.99,135.42,1.22,60.17,28.41,11.42,0.8693988858120008,-0.8613353874280196,-0.3231305763416793,-0.004265835902089057,-0.5088489209010113,0.21810026483506748,0.567529731902239,-0.9860034627823174
SL_SOIL_03589,Puttalam,7.619519,79.760685,Dry Zone,Alfisols,7.2,0.815,13.31,113.35,0.8,68.16,16.39,15.45,1.418488715397919,-0.9690490395732617,-0.037006276490722835,-1.1738518819055284,-1.1336305325736848,0.9641817856618985,-0.8503155532720811,-0.43001344265986685
SL_SOIL_03590,Galle,6.010128,80.139742,Wet Zone,Ultisols,4.95,1.698,14.34,143.88,2.18,42.59,27.8,29.61,-1.3893570040755248,1.828337867610522,0.1862573817263112,0.444066649335297,0.9192233343508143,-1.4234658348064464,0.4955758530373193,1.5235395808969328
SL_SOIL_03591,Monaragala,7.056581,81.425335,Intermediate Zone,Alfisols,5.76,1.031,9.11,122.67,1.14,60.59,19.11,20.3,-0.3785325450650854,-0.2847505435917247,-0.9474017760164934,-0.6799442267740347,-0.6278549421719969,0.25731856755687854,-0.5294720278416194,0.23910606046516714
SL_SOIL_03592,Hambantota,6.208828,80.769013,Dry Zone,Alfisols,6.3,0.932,7.66,126.24,1.28,70.81,13.76,15.44,0.2953504276085412,-0.5983873542499287,-1.2617049841861046,-0.4907542773298901,-0.41959440494777217,1.2116306004542774,-1.1605429326405057,-0.4313930705013617
SL_SOIL_03593,Galle,6.093381,80.340562,Wet Zone,Ultisols,5.35,1.511,20.24,155.44,2.34,51.5,41.76,6.74,-0.8901844317246909,1.235912780811691,1.465146297726798,1.0566817237258619,1.1572353768927848,-0.5914775556366009,2.1422580644377773,-1.6316692926019376
SL_SOIL_03594,Mullaitivu,9.090356,80.700527,Dry Zone,Alfisols,7.22,0.716,12.89,161.08,1.24,60.56,14.85,24.59,1.4434473440154603,-1.2826858502314662,-0.12804582644329987,1.355570047217453,-0.4790974155832649,0.25451726021960625,-1.0319696081113867,0.8309664044664855
SL_SOIL_03595,Kilinochchi,9.388098,80.644919,Dry Zone,Alfisols,6.53,1.063,9.44,140.65,1.41,59.77,14.86,25.37,0.5823746567102716,-0.18337298863149687,-0.8758707010537544,0.27289479031440445,-0.22620962038242096,0.18074950033810483,-1.030790036326716,0.9385773761030891
SL_SOIL_03596,Vavuniya,8.709351,80.550881,Dry Zone,Alfisols,6.41,0.744,13.51,139.26,1.46,66.85,24.21,8.93,0.43262288500502105,-1.193980489641267,0.006345890153361318,0.19923259711346203,-0.151830857088055,0.8418580319343452,0.07210958234049661,-1.3295307953145514
SL_SOIL_03597,Puttalam,8.164965,79.919248,Dry Zone,Alfisols,6.35,0.984,14.16,127.19,1.03,85.0,5.0,10.0,0.3577469991523953,-0.4336488274395589,0.1472404317466354,-0.44040961291198016,-0.7914882214196016,2.536648970984032,-2.19384781601214,-1.1819106162745954
SL_SOIL_03598,Kilinochchi,9.416815,80.336301,Dry Zone,Alfisols,6.76,0.927,10.51,162.88,1.02,60.58,15.98,23.44,0.8693988858120008,-0.6142275972124643,-0.6439366095079033,1.4509599376934916,-0.8063639740784748,0.256384798444454,-0.8986779964435845,0.6723092026945705
SL_SOIL_03599,Mullaitivu,9.120098,80.939588,Dry Zone,Alfisols,6.35,1.102,14.13,165.17,1.45,69.5,10.06,20.44,0.3577469991523953,-0.05981909352371887,0.1407376067500229,1.5723170761324525,-0.1667066097469282,1.0893068467267242,-1.5969844929687071,0.258420850246096
SL_SOIL_03600,Vavuniya,8.826974,80.327176,Dry Zone,Alfisols,6.65,1.117,9.26,134.58,1.3,59.15,29.32,11.52,0.732126428415522,-0.012298364636112438,-0.9148876510334302,-0.04878111812423949,-0.3898428996300258,0.12285581536781211,0.6748707643072832,-0.9722071843673684
SL_SOIL_03601,Mullaitivu,9.349002,80.58579,Dry Zone,Alfisols,6.78,0.85,14.99,157.3,0.92,59.75,19.68,20.58,0.894357514429543,-0.8581673388355125,0.32715192331958526,1.15525127721777,-0.9551215006672066,0.1788819621132564,-0.4622364361153829,0.27773564002702444
SL_SOIL_03602,Colombo,6.951668,79.948093,Wet Zone,Ultisols,6.37,1.373,14.77,131.08,2.29,62.72,24.2,13.07,0.38270562776993755,0.7987220750457094,0.2794645400110924,-0.2342614607165385,1.082856613598419,0.4562113885032049,0.07093001055582561,-0.7583648689356565
SL_SOIL_03603,Matara,5.927559,80.456925,Wet Zone,Ultisols,5.0,1.423,17.25,131.6,1.98,51.77,26.83,21.41,-1.3269604325316706,0.9571245046710654,0.8170314063977379,-0.2067043812456836,0.6217082811733504,-0.5662657896011507,0.38115738992424997,0.3922447508711026
SL_SOIL_03604,Mannar,9.004623,79.882529,Dry Zone,Alfisols,7.64,0.656,10.31,164.5,0.64,75.63,7.69,16.67,1.9675785449838366,-1.4727687657818929,-0.6872887761519875,1.5368108391219273,-1.3716425751156558,1.6617073126426782,-1.8765430059356905,-0.2616988459974869
SL_SOIL_03605,Puttalam,7.830444,79.705053,Dry Zone,Alfisols,7.06,0.672,12.79,113.94,1.01,80.61,7.69,11.7,1.2437783150751265,-1.422079988301779,-0.14972190976534233,-1.1425851955828263,-0.821239726737348,2.126724330629865,-1.8765430059356905,-0.9473738832204599
SL_SOIL_03606,Mannar,8.866748,79.990304,Dry Zone,Alfisols,7.16,0.876,9.43,165.55,0.88,75.04,14.66,10.31,1.3685714581628357,-0.7757980754303274,-0.8780383093859585,1.5924549418996177,-1.0146245113026995,1.6066149350096592,-1.054381472020132,-1.139142153188253
