date,district,latitude,longitude,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
2021-03-26,Vavuniya,8.7514,80.4971,27.17,30.55,24.76,0.26,79.84,21.52,3.84
2021-03-27,Vavuniya,8.7514,80.4971,27.45,31.36,24.37,3.16,80.85,18.0,3.09
2021-03-28,Vavuniya,8.7514,80.4971,27.59,32.33,23.75,0.41,77.45,20.01,2.81
2021-03-29,Vavuniya,8.7514,80.4971,27.99,33.35,22.92,0.62,73.49,23.45,1.68
2021-03-30,Vavuniya,8.7514,80.4971,28.62,33.73,24.39,0.49,76.0,26.29,3.33
2021-03-31,Vavuniya,8.7514,80.4971,28.89,34.85,24.44,0.13,75.96,24.66,4.05
2021-04-01,Vavuniya,8.7514,80.4971,29.43,35.12,25.56,0.03,75.44,23.11,5.22
2021-04-02,Vavuniya,8.7514,80.4971,29.39,34.98,26.06,0.01,74.96,23.82,5.22
2021-04-03,Vavuniya,8.7514,80.4971,28.78,34.02,25.17,0.02,75.51,23.58,5.1
2021-04-04,Vavuniya,8.7514,80.4971,29.31,34.86,24.88,0.11,71.77,24.01,3.79
2021-04-05,Vavuniya,8.7514,80.4971,28.98,34.93,24.4,0.81,75.38,22.12,2.79
2021-04-06,Vavuniya,8.7514,80.4971,28.62,33.5,24.85,0.04,74.89,21.98,3.78
2021-04-07,Vavuniya,8.7514,80.4971,28.08,33.6,23.97,0.19,74.94,22.57,3.59
2021-04-08,Vavuniya,8.7514,80.4971,28.56,34.64,23.34,0.51,69.78,22.93,2.15
2021-04-09,Vavuniya,8.7514,80.4971,28.85,33.97,25.0,2.24,72.04,21.67,2.8
2021-04-10,Vavuniya,8.7514,80.4971,28.93,34.17,25.38,2.77,72.98,19.01,3.73
2021-04-11,Vavuniya,8.7514,80.4971,28.68,34.14,25.06,5.71,74.27,20.04,3.16
2021-04-12,Vavuniya,8.7514,80.4971,28.3,32.87,24.82,9.23,76.87,21.67,3.2
2021-04-13,Vavuniya,8.7514,80.4971,28.06,31.91,25.37,6.91,78.44,19.27,2.69
2021-04-14,Vavuniya,8.7514,80.4971,27.74,31.25,24.96,6.69,79.76,21.28,2.44
2021-04-15,Vavuniya,8.7514,80.4971,28.07,32.14,25.12,15.56,77.58,18.65,2.38
2021-04-16,Vavuniya,8.7514,80.4971,27.81,31.55,24.4,7.96,78.64,16.9,2.5
2021-04-17,Vavuniya,8.7514,80.4971,28.53,32.87,24.86,1.7,78.9,22.53,3.09
2021-04-18,Vavuniya,8.7514,80.4971,28.1,32.03,25.02,1.57,82.15,23.77,3.21
2021-04-19,Vavuniya,8.7514,80.4971,28.51,32.78,25.31,0.13,80.79,23.49,4.13
2021-04-20,Vavuniya,8.7514,80.4971,28.99,33.21,25.78,0.34,77.69,22.18,3.85
2021-04-21,Vavuniya,8.7514,80.4971,28.88,32.66,25.34,0.72,77.16,22.45,2.08
2021-04-22,Vavuniya,8.7514,80.4971,29.77,34.9,25.72,0.26,72.08,23.7,2.19
2021-04-23,Vavuniya,8.7514,80.4971,29.39,33.57,26.22,0.35,75.77,22.61,2.88
2021-04-24,Vavuniya,8.7514,80.4971,29.09,33.86,25.36,4.42,76.61,23.78,2.23
2021-04-25,Vavuniya,8.7514,80.4971,28.99,33.3,25.49,3.66,75.27,22.77,2.5
2021-04-26,Vavuniya,8.7514,80.4971,28.87,32.28,25.92,6.99,77.02,19.45,2.49
2021-04-27,Vavuniya,8.7514,80.4971,29.14,33.04,25.72,1.44,77.37,22.19,2.03
2021-04-28,Vavuniya,8.7514,80.4971,28.97,32.6,26.0,1.83,79.19,23.02,2.77
2021-04-29,Vavuniya,8.7514,80.4971,28.98,32.68,26.29,1.75,79.95,20.23,3.44
2021-04-30,Vavuniya,8.7514,80.4971,29.32,33.62,25.69,2.29,77.32,18.71,2.48
2021-05-01,Vavuniya,8.7514,80.4971,28.81,32.08,26.36,2.24,79.63,18.52,3.06
2021-05-02,Vavuniya,8.7514,80.4971,28.76,32.99,26.21,3.73,78.14,20.59,3.15
2021-05-03,Vavuniya,8.7514,80.4971,28.55,32.07,26.11,6.79,81.51,15.77,2.72
2021-05-04,Vavuniya,8.7514,80.4971,28.88,33.02,25.97,5.77,78.11,21.64,2.55
2021-05-05,Vavuniya,8.7514,80.4971,28.88,32.81,26.07,5.77,78.01,20.91,2.71
2021-05-06,Vavuniya,8.7514,80.4971,28.79,32.07,26.45,3.44,79.34,21.7,3.41
2021-05-07,Vavuniya,8.7514,80.4971,27.89,30.51,26.09,11.6,84.17,19.9,3.4
2021-05-08,Vavuniya,8.7514,80.4971,28.02,31.19,25.34,1.98,81.15,22.86,3.05
2021-05-09,Vavuniya,8.7514,80.4971,29.07,32.73,26.01,2.27,77.45,22.85,2.36
2021-05-10,Vavuniya,8.7514,80.4971,28.35,31.24,26.42,10.37,84.59,18.15,2.31
2021-05-11,Vavuniya,8.7514,80.4971,28.03,30.82,26.17,8.08,87.63,21.45,3.88
2021-05-12,Vavuniya,8.7514,80.4971,27.98,30.87,26.23,2.45,87.58,20.51,4.59
2021-05-13,Vavuniya,8.7514,80.4971,28.28,31.14,26.41,1.17,85.06,16.48,4.76
2021-05-14,Vavuniya,8.7514,80.4971,28.15,31.6,26.22,1.39,82.76,19.07,6.16
2021-05-15,Vavuniya,8.7514,80.4971,28.03,31.28,26.25,0.73,81.72,12.52,6.93
2021-05-16,Vavuniya,8.7514,80.4971,28.1,31.59,25.61,0.85,82.36,19.65,5.66
2021-05-17,Vavuniya,8.7514,80.4971,28.69,32.9,25.36,0.77,80.58,23.9,3.78
2021-05-18,Vavuniya,8.7514,80.4971,28.85,32.57,25.97,0.43,80.17,22.99,3.91
2021-05-19,Vavuniya,8.7514,80.4971,28.18,31.21,26.13,1.75,84.33,19.76,4.94
2021-05-20,Vavuniya,8.7514,80.4971,28.34,32.23,25.52,3.63,80.47,18.57,5.67
2021-05-21,Vavuniya,8.7514,80.4971,28.26,32.66,25.25,4.16,76.59,13.34,6.36
2021-05-22,Vavuniya,8.7514,80.4971,28.56,32.27,26.25,3.6,82.22,9.92,6.38
2021-05-23,Vavuniya,8.7514,80.4971,28.55,31.32,26.89,3.84,85.57,14.75,6.6
2021-05-24,Vavuniya,8.7514,80.4971,28.61,31.94,26.68,3.08,83.61,21.06,7.21
2021-05-25,Vavuniya,8.7514,80.4971,28.12,30.67,26.62,3.47,78.24,16.35,10.54
2021-05-26,Vavuniya,8.7514,80.4971,28.43,31.11,26.62,1.41,73.79,19.28,10.4
2021-05-27,Vavuniya,8.7514,80.4971,28.87,32.26,26.69,0.15,74.36,23.7,8.93
2021-05-28,Vavuniya,8.7514,80.4971,29.41,34.18,26.3,0.36,74.45,24.67,5.84
2021-05-29,Vavuniya,8.7514,80.4971,29.38,34.2,26.5,0.46,76.27,23.55,5.75
2021-05-30,Vavuniya,8.7514,80.4971,29.16,32.8,26.55,0.28,76.73,22.33,5.46
2021-05-31,Vavuniya,8.7514,80.4971,29.39,33.43,26.84,0.26,76.55,23.59,5.98
2021-06-01,Vavuniya,8.7514,80.4971,29.53,33.65,26.78,0.07,75.59,24.49,5.94
2021-06-02,Vavuniya,8.7514,80.4971,29.77,34.27,26.36,0.18,74.99,24.12,4.63
2021-06-03,Vavuniya,8.7514,80.4971,29.1,32.77,26.81,4.58,80.04,20.98,4.36
2021-06-04,Vavuniya,8.7514,80.4971,27.08,28.53,25.89,16.63,92.09,14.8,3.99
2021-06-05,Vavuniya,8.7514,80.4971,26.76,28.94,25.37,1.78,85.19,15.13,4.9
2021-06-06,Vavuniya,8.7514,80.4971,27.84,30.79,25.77,0.3,83.0,19.28,5.2
2021-06-07,Vavuniya,8.7514,80.4971,28.13,31.34,25.94,0.2,82.3,21.97,5.33
2021-06-08,Vavuniya,8.7514,80.4971,28.45,31.84,26.39,1.03,80.55,22.41,6.26
2021-06-09,Vavuniya,8.7514,80.4971,28.63,32.61,26.29,0.41,78.48,19.9,6.97
2021-06-10,Vavuniya,8.7514,80.4971,28.63,32.95,26.06,0.21,79.08,20.89,6.87
2021-06-11,Vavuniya,8.7514,80.4971,29.12,33.77,26.33,0.04,75.16,24.97,7.12
2021-06-12,Vavuniya,8.7514,80.4971,29.1,33.54,26.26,1.16,76.06,18.23,7.85
2021-06-13,Vavuniya,8.7514,80.4971,28.66,31.78,26.6,1.15,76.44,18.81,8.2
2021-06-14,Vavuniya,8.7514,80.4971,28.94,33.08,25.93,0.18,69.73,20.24,8.23
2021-06-15,Vavuniya,8.7514,80.4971,28.57,32.19,26.25,0.11,76.82,20.82,8.05
2021-06-16,Vavuniya,8.7514,80.4971,29.07,33.36,26.47,0.16,74.66,19.39,8.14
2021-06-17,Vavuniya,8.7514,80.4971,28.81,32.18,26.47,0.47,77.55,20.17,7.62
2021-06-18,Vavuniya,8.7514,80.4971,28.79,32.65,26.33,0.12,77.17,20.76,6.52
2021-06-19,Vavuniya,8.7514,80.4971,28.28,32.12,25.94,0.06,77.47,22.83,5.22
2021-06-20,Vavuniya,8.7514,80.4971,28.58,32.42,25.76,0.38,77.58,23.71,4.12
2021-06-21,Vavuniya,8.7514,80.4971,28.78,33.02,25.59,0.28,77.0,23.82,4.86
2021-06-22,Vavuniya,8.7514,80.4971,28.31,31.78,25.79,1.25,80.16,19.59,4.59
2021-06-23,Vavuniya,8.7514,80.4971,28.92,33.97,25.95,1.05,75.55,23.12,6.0
2021-06-24,Vavuniya,8.7514,80.4971,28.51,32.15,26.01,0.4,76.5,19.94,5.89
2021-06-25,Vavuniya,8.7514,80.4971,28.74,33.11,25.95,0.2,74.78,22.61,5.49
2021-06-26,Vavuniya,8.7514,80.4971,28.61,32.65,26.1,0.63,74.68,21.65,6.35
2021-06-27,Vavuniya,8.7514,80.4971,27.59,30.19,25.28,5.71,80.73,15.87,4.69
2021-06-28,Vavuniya,8.7514,80.4971,28.52,33.65,25.22,0.99,73.54,21.21,5.45
2021-06-29,Vavuniya,8.7514,80.4971,28.68,33.81,24.77,1.56,73.49,21.64,4.66
2021-06-30,Vavuniya,8.7514,80.4971,28.58,32.85,25.71,2.02,77.48,22.39,4.77
2021-07-01,Vavuniya,8.7514,80.4971,28.8,32.99,26.05,0.2,76.45,21.43,6.75
2021-07-02,Vavuniya,8.7514,80.4971,29.15,33.61,25.76,0.24,73.41,21.52,6.73
2021-07-03,Vavuniya,8.7514,80.4971,28.54,31.81,26.04,0.67,78.4,20.33,4.3
2021-07-04,Vavuniya,8.7514,80.4971,28.64,32.53,25.81,0.76,78.55,20.95,3.96
2021-07-05,Vavuniya,8.7514,80.4971,28.72,33.11,25.66,7.27,78.19,21.64,3.45
2021-07-06,Vavuniya,8.7514,80.4971,28.47,32.3,25.62,1.09,78.87,18.93,3.87
2021-07-07,Vavuniya,8.7514,80.4971,28.42,32.65,25.86,2.9,77.9,20.35,5.27
2021-07-08,Vavuniya,8.7514,80.4971,28.57,32.36,25.93,6.2,81.01,21.61,4.95
2021-07-09,Vavuniya,8.7514,80.4971,28.47,31.89,26.42,4.91,79.46,21.13,7.62
2021-07-10,Vavuniya,8.7514,80.4971,27.81,30.41,26.27,3.93,72.63,16.84,9.36
2021-07-11,Vavuniya,8.7514,80.4971,28.49,32.53,26.02,2.73,68.93,18.84,8.26
2021-07-12,Vavuniya,8.7514,80.4971,28.95,33.42,25.92,9.9,73.48,18.4,7.95
2021-07-13,Vavuniya,8.7514,80.4971,28.18,31.59,25.93,7.39,79.79,18.15,6.78
2021-07-14,Vavuniya,8.7514,80.4971,28.43,32.45,25.89,1.82,76.0,20.46,5.94
2021-07-15,Vavuniya,8.7514,80.4971,28.62,33.2,25.64,2.55,73.86,16.64,3.87
2021-07-16,Vavuniya,8.7514,80.4971,28.2,32.15,25.57,3.26,79.61,18.25,4.79
2021-07-17,Vavuniya,8.7514,80.4971,28.69,32.75,25.71,4.21,78.28,15.46,3.17
2021-07-18,Vavuniya,8.7514,80.4971,27.61,30.46,25.76,9.07,83.3,18.72,4.81
2021-07-19,Vavuniya,8.7514,80.4971,27.99,31.43,25.68,1.56,80.01,24.33,6.74
2021-07-20,Vavuniya,8.7514,80.4971,28.69,32.99,26.15,0.07,75.38,23.2,6.87
2021-07-21,Vavuniya,8.7514,80.4971,28.81,32.44,26.11,0.12,74.56,20.6,7.19
2021-07-22,Vavuniya,8.7514,80.4971,28.56,32.23,26.42,0.26,76.88,19.98,9.14
2021-07-23,Vavuniya,8.7514,80.4971,28.92,32.71,26.74,0.25,72.22,18.85,10.41
2021-07-24,Vavuniya,8.7514,80.4971,28.87,33.14,26.14,0.08,71.44,22.54,9.06
2021-07-25,Vavuniya,8.7514,80.4971,28.61,32.7,25.96,0.41,75.02,20.99,7.94
2021-07-26,Vavuniya,8.7514,80.4971,28.03,31.55,25.48,0.55,76.53,19.47,7.25
2021-07-27,Vavuniya,8.7514,80.4971,28.99,33.47,26.06,0.54,74.77,23.14,7.38
2021-07-28,Vavuniya,8.7514,80.4971,28.87,33.73,25.96,0.33,75.63,21.27,6.86
2021-07-29,Vavuniya,8.7514,80.4971,29.12,34.49,26.02,0.08,72.28,23.25,6.17
2021-07-30,Vavuniya,8.7514,80.4971,29.01,33.38,26.17,0.09,73.58,25.36,5.53
2021-07-31,Vavuniya,8.7514,80.4971,29.41,34.94,25.96,0.01,71.37,25.34,5.73
2021-08-01,Vavuniya,8.7514,80.4971,29.18,34.01,25.97,0.16,73.18,22.45,5.54
2021-08-02,Vavuniya,8.7514,80.4971,28.97,34.09,25.85,0.2,72.29,22.18,6.98
2021-08-03,Vavuniya,8.7514,80.4971,29.33,34.47,26.36,0.01,68.96,16.74,7.24
2021-08-04,Vavuniya,8.7514,80.4971,29.09,33.44,26.41,0.4,72.18,23.62,6.65
2021-08-05,Vavuniya,8.7514,80.4971,28.93,33.41,26.01,0.66,74.08,21.37,7.44
2021-08-06,Vavuniya,8.7514,80.4971,29.52,34.11,26.76,0.37,72.13,20.7,7.48
2021-08-07,Vavuniya,8.7514,80.4971,29.52,34.29,26.46,1.43,72.93,19.86,5.88
2021-08-08,Vavuniya,8.7514,80.4971,28.42,32.68,25.75,5.04,76.56,20.77,6.59
2021-08-09,Vavuniya,8.7514,80.4971,28.03,32.47,25.3,19.78,77.46,21.9,6.78
2021-08-10,Vavuniya,8.7514,80.4971,28.93,33.89,25.88,0.17,70.45,21.09,6.63
2021-08-11,Vavuniya,8.7514,80.4971,28.42,32.39,25.93,2.91,75.79,13.46,4.57
2021-08-12,Vavuniya,8.7514,80.4971,27.52,31.42,25.28,12.12,80.36,18.72,5.74
2021-08-13,Vavuniya,8.7514,80.4971,27.83,31.87,25.29,5.02,79.44,15.26,4.09
2021-08-14,Vavuniya,8.7514,80.4971,27.35,29.65,25.44,0.64,79.16,18.8,5.0
2021-08-15,Vavuniya,8.7514,80.4971,27.7,31.55,25.24,1.61,77.96,14.42,4.96
2021-08-16,Vavuniya,8.7514,80.4971,27.9,32.3,25.28,1.96,76.89,18.55,5.05
2021-08-17,Vavuniya,8.7514,80.4971,28.05,32.02,25.23,0.39,75.37,20.41,7.14
2021-08-18,Vavuniya,8.7514,80.4971,28.32,33.4,25.31,0.12,71.88,13.93,7.8
2021-08-19,Vavuniya,8.7514,80.4971,28.9,33.91,25.41,0.02,67.85,24.38,6.86
2021-08-20,Vavuniya,8.7514,80.4971,28.06,31.59,25.63,0.17,76.57,19.68,4.32
2021-08-21,Vavuniya,8.7514,80.4971,27.96,31.81,25.12,2.63,78.48,15.38,2.92
2021-08-22,Vavuniya,8.7514,80.4971,27.42,31.07,24.9,4.16,79.24,12.0,2.5
2021-08-23,Vavuniya,8.7514,80.4971,27.4,31.99,24.26,2.38,77.97,20.55,4.38
2021-08-24,Vavuniya,8.7514,80.4971,27.96,33.67,23.96,0.52,74.71,19.59,5.44
2021-08-25,Vavuniya,8.7514,80.4971,28.28,33.4,24.86,0.59,76.28,22.22,5.99
2021-08-26,Vavuniya,8.7514,80.4971,28.95,33.9,25.78,0.32,73.61,20.92,7.45
2021-08-27,Vavuniya,8.7514,80.4971,28.71,32.76,26.08,0.54,75.73,20.69,7.51
2021-08-28,Vavuniya,8.7514,80.4971,28.19,31.64,26.17,1.43,76.65,17.6,7.41
2021-08-29,Vavuniya,8.7514,80.4971,27.59,30.87,25.85,3.07,77.4,21.89,8.1
2021-08-30,Vavuniya,8.7514,80.4971,28.32,32.3,25.65,0.51,72.47,20.86,6.28
2021-08-31,Vavuniya,8.7514,80.4971,29.12,34.36,25.31,0.41,72.37,23.8,5.08
2021-09-01,Vavuniya,8.7514,80.4971,28.33,32.11,25.76,0.57,76.9,20.32,5.41
2021-09-02,Vavuniya,8.7514,80.4971,27.52,31.04,25.52,12.2,82.08,11.45,5.14
2021-09-03,Vavuniya,8.7514,80.4971,27.04,30.06,25.21,5.87,81.97,14.6,4.77
2021-09-04,Vavuniya,8.7514,80.4971,28.16,32.35,25.61,0.55,77.4,20.88,6.75
2021-09-05,Vavuniya,8.7514,80.4971,28.08,31.9,25.87,0.65,78.22,21.92,7.62
2021-09-06,Vavuniya,8.7514,80.4971,28.35,32.89,25.23,0.34,74.59,20.96,7.44
2021-09-07,Vavuniya,8.7514,80.4971,28.42,33.08,25.72,0.11,75.93,21.0,7.44
2021-09-08,Vavuniya,8.7514,80.4971,28.63,33.33,25.79,0.04,73.75,24.76,6.84
2021-09-09,Vavuniya,8.7514,80.4971,28.33,32.26,25.55,0.09,74.24,24.17,5.3
2021-09-10,Vavuniya,8.7514,80.4971,28.41,32.54,25.48,0.09,76.0,21.89,6.21
2021-09-11,Vavuniya,8.7514,80.4971,29.05,34.13,25.97,0.03,72.24,22.82,7.56
2021-09-12,Vavuniya,8.7514,80.4971,28.98,33.31,26.49,0.02,71.61,20.41,8.83
2021-09-13,Vavuniya,8.7514,80.4971,29.2,33.71,26.31,0.3,72.18,23.87,8.31
2021-09-14,Vavuniya,8.7514,80.4971,29.0,32.92,26.42,0.43,74.97,22.56,6.66
2021-09-15,Vavuniya,8.7514,80.4971,29.19,33.74,26.2,1.45,75.67,22.68,6.23
2021-09-16,Vavuniya,8.7514,80.4971,28.45,31.49,26.16,0.99,77.08,18.67,5.46
2021-09-17,Vavuniya,8.7514,80.4971,28.81,33.96,25.59,3.86,75.59,16.99,3.77
2021-09-18,Vavuniya,8.7514,80.4971,27.74,31.0,25.49,15.84,82.5,16.59,3.4
2021-09-19,Vavuniya,8.7514,80.4971,27.8,31.22,25.34,4.46,82.77,19.78,3.03
2021-09-20,Vavuniya,8.7514,80.4971,28.2,32.2,25.19,2.21,79.31,20.52,3.29
2021-09-21,Vavuniya,8.7514,80.4971,28.23,32.39,25.47,0.72,78.98,24.45,5.38
2021-09-22,Vavuniya,8.7514,80.4971,29.14,33.53,25.7,1.61,76.52,22.49,3.66
2021-09-23,Vavuniya,8.7514,80.4971,28.73,33.73,25.5,7.4,77.83,22.51,4.11
2021-09-24,Vavuniya,8.7514,80.4971,28.57,32.18,25.95,21.09,81.73,20.7,2.28
2021-09-25,Vavuniya,8.7514,80.4971,27.55,30.44,25.48,6.28,84.07,21.3,4.94
2021-09-26,Vavuniya,8.7514,80.4971,27.76,31.26,25.4,3.83,80.83,16.36,5.43
2021-09-27,Vavuniya,8.7514,80.4971,26.99,29.51,25.12,8.59,81.9,21.23,8.32
2021-09-28,Vavuniya,8.7514,80.4971,27.77,31.44,25.41,0.63,75.07,19.91,7.04
2021-09-29,Vavuniya,8.7514,80.4971,28.91,33.96,24.79,1.01,71.22,22.22,3.14
2021-09-30,Vavuniya,8.7514,80.4971,28.4,32.63,25.63,6.34,76.65,13.78,2.56
2021-10-01,Vavuniya,8.7514,80.4971,26.46,28.54,24.95,15.02,87.35,5.87,2.82
2021-10-02,Vavuniya,8.7514,80.4971,27.48,31.0,24.72,13.99,80.02,18.48,1.19
2021-10-03,Vavuniya,8.7514,80.4971,27.63,31.73,24.77,9.46,82.81,19.91,3.12
2021-10-04,Vavuniya,8.7514,80.4971,26.97,29.62,25.17,12.99,87.81,7.91,2.58
2021-10-05,Vavuniya,8.7514,80.4971,26.79,29.57,25.04,26.44,88.4,11.15,4.34
2021-10-06,Vavuniya,8.7514,80.4971,26.5,28.82,25.15,21.25,88.97,21.22,5.3
2021-10-07,Vavuniya,8.7514,80.4971,27.12,30.15,25.23,1.4,87.2,21.18,5.28
2021-10-08,Vavuniya,8.7514,80.4971,27.41,30.52,25.6,3.17,85.71,20.23,6.32
2021-10-09,Vavuniya,8.7514,80.4971,26.95,29.4,25.42,4.63,87.7,14.33,6.02
2021-10-10,Vavuniya,8.7514,80.4971,27.38,30.17,25.76,11.9,87.1,21.19,5.26
2021-10-11,Vavuniya,8.7514,80.4971,26.5,28.01,25.47,26.02,89.54,13.87,5.8
2021-10-12,Vavuniya,8.7514,80.4971,26.99,30.34,24.63,1.5,82.89,18.07,5.5
2021-10-13,Vavuniya,8.7514,80.4971,27.42,31.02,24.81,0.31,82.48,24.07,5.34
2021-10-14,Vavuniya,8.7514,80.4971,27.68,31.03,25.7,0.47,85.55,22.37,6.47
2021-10-15,Vavuniya,8.7514,80.4971,27.71,31.13,25.85,0.17,84.23,19.89,6.73
2021-10-16,Vavuniya,8.7514,80.4971,27.37,30.29,25.62,4.38,85.41,15.91,7.56
2021-10-17,Vavuniya,8.7514,80.4971,27.44,30.68,25.48,1.35,83.22,20.7,7.76
2021-10-18,Vavuniya,8.7514,80.4971,27.61,31.22,25.46,0.04,82.24,22.35,6.21
2021-10-19,Vavuniya,8.7514,80.4971,27.43,30.65,25.2,2.9,85.14,19.39,4.06
2021-10-20,Vavuniya,8.7514,80.4971,26.82,29.34,24.92,4.61,87.69,18.61,2.66
2021-10-21,Vavuniya,8.7514,80.4971,27.79,31.15,24.71,4.25,82.15,20.12,1.75
2021-10-22,Vavuniya,8.7514,80.4971,27.75,30.57,25.29,7.95,82.33,21.33,1.67
2021-10-23,Vavuniya,8.7514,80.4971,27.61,31.41,24.88,6.91,82.67,19.99,3.36
2021-10-24,Vavuniya,8.7514,80.4971,26.59,28.99,24.48,11.89,83.17,19.54,3.12
2021-10-25,Vavuniya,8.7514,80.4971,26.39,28.35,24.46,0.51,80.75,17.65,1.93
2021-10-26,Vavuniya,8.7514,80.4971,27.24,30.3,25.12,9.6,80.79,14.17,2.08
2021-10-27,Vavuniya,8.7514,80.4971,26.86,29.31,25.2,10.5,83.14,12.8,2.73
2021-10-28,Vavuniya,8.7514,80.4971,26.12,27.84,25.09,31.51,88.55,15.61,3.48
2021-10-29,Vavuniya,8.7514,80.4971,26.75,28.89,25.23,25.1,90.34,15.73,4.73
2021-10-30,Vavuniya,8.7514,80.4971,26.52,29.06,25.04,25.05,87.8,12.42,3.5
2021-10-31,Vavuniya,8.7514,80.4971,26.81,28.48,25.55,35.73,90.89,11.41,4.51
2021-11-01,Vavuniya,8.7514,80.4971,26.76,28.87,25.42,30.01,90.85,17.13,4.5
2021-11-02,Vavuniya,8.7514,80.4971,26.38,29.61,23.75,8.56,86.5,17.9,2.93
2021-11-03,Vavuniya,8.7514,80.4971,26.51,28.81,24.69,19.62,85.7,14.1,2.62
2021-11-04,Vavuniya,8.7514,80.4971,26.79,30.17,24.02,8.47,82.82,18.31,1.75
2021-11-05,Vavuniya,8.7514,80.4971,26.06,28.29,24.67,8.43,89.8,17.67,3.32
2021-11-06,Vavuniya,8.7514,80.4971,26.03,27.87,24.78,31.39,90.79,12.63,3.23
2021-11-07,Vavuniya,8.7514,80.4971,25.58,27.25,24.6,26.21,91.71,13.59,4.0
2021-11-08,Vavuniya,8.7514,80.4971,25.78,27.47,24.61,65.51,92.38,7.0,3.4
2021-11-09,Vavuniya,8.7514,80.4971,25.4,26.81,24.21,42.28,92.72,9.8,3.0
2021-11-10,Vavuniya,8.7514,80.4971,25.0,25.81,24.21,47.94,93.75,10.87,6.68
2021-11-11,Vavuniya,8.7514,80.4971,25.8,28.49,24.15,7.49,88.74,18.42,6.92
2021-11-12,Vavuniya,8.7514,80.4971,26.47,29.06,24.79,4.72,89.82,14.23,5.67
2021-11-13,Vavuniya,8.7514,80.4971,26.23,28.31,25.09,10.16,92.1,9.1,5.63
2021-11-14,Vavuniya,8.7514,80.4971,25.76,27.36,24.75,5.07,92.06,13.54,6.0
2021-11-15,Vavuniya,8.7514,80.4971,26.59,29.21,25.21,2.55,91.57,16.51,4.44
2021-11-16,Vavuniya,8.7514,80.4971,26.31,28.39,25.08,2.29,92.09,15.85,3.68
2021-11-17,Vavuniya,8.7514,80.4971,26.07,27.96,24.78,26.45,92.49,6.48,3.13
2021-11-18,Vavuniya,8.7514,80.4971,25.35,27.47,24.03,9.31,91.4,15.88,5.99
2021-11-19,Vavuniya,8.7514,80.4971,26.25,29.44,23.86,0.8,89.05,18.42,4.48
2021-11-20,Vavuniya,8.7514,80.4971,26.44,29.46,24.08,1.85,89.68,21.68,4.78
2021-11-21,Vavuniya,8.7514,80.4971,25.92,29.76,23.04,0.13,85.03,22.97,3.48
2021-11-22,Vavuniya,8.7514,80.4971,25.7,28.48,23.15,7.15,87.24,16.38,2.73
2021-11-23,Vavuniya,8.7514,80.4971,25.91,27.75,24.47,24.96,90.02,14.17,3.78
2021-11-24,Vavuniya,8.7514,80.4971,25.72,26.72,24.82,48.93,93.59,7.68,3.99
2021-11-25,Vavuniya,8.7514,80.4971,26.02,27.83,24.77,43.95,92.01,6.45,4.15
2021-11-26,Vavuniya,8.7514,80.4971,25.97,28.34,24.21,24.58,90.07,8.43,2.66
2021-11-27,Vavuniya,8.7514,80.4971,25.92,27.23,24.49,38.44,93.96,12.32,3.9
2021-11-28,Vavuniya,8.7514,80.4971,26.29,28.49,24.75,23.86,90.43,13.95,4.36
2021-11-29,Vavuniya,8.7514,80.4971,25.99,28.07,24.16,22.84,90.86,14.22,3.39
2021-11-30,Vavuniya,8.7514,80.4971,25.92,27.37,24.78,7.85,91.42,19.48,3.48
2021-12-01,Vavuniya,8.7514,80.4971,26.34,29.16,24.28,2.56,87.13,20.29,3.0
2021-12-02,Vavuniya,8.7514,80.4971,26.17,28.74,24.54,5.82,86.67,15.53,2.54
2021-12-03,Vavuniya,8.7514,80.4971,26.08,29.14,23.53,0.57,83.1,19.82,2.1
2021-12-04,Vavuniya,8.7514,80.4971,27.09,30.24,24.57,0.85,80.38,20.48,1.07
2021-12-05,Vavuniya,8.7514,80.4971,27.32,30.49,25.11,1.03,80.49,19.7,1.32
2021-12-06,Vavuniya,8.7514,80.4971,26.52,29.68,24.51,1.34,85.79,17.6,2.37
2021-12-07,Vavuniya,8.7514,80.4971,25.84,28.6,23.86,1.18,86.78,20.35,3.31
2021-12-08,Vavuniya,8.7514,80.4971,26.32,29.02,24.07,7.14,87.84,18.94,3.68
2021-12-09,Vavuniya,8.7514,80.4971,26.21,28.62,24.73,1.91,85.4,21.29,4.6
2021-12-10,Vavuniya,8.7514,80.4971,26.33,29.06,24.38,0.69,84.41,18.68,4.4
2021-12-11,Vavuniya,8.7514,80.4971,26.39,29.04,24.78,3.31,85.03,18.71,5.4
2021-12-12,Vavuniya,8.7514,80.4971,26.48,28.96,24.8,7.71,86.63,14.65,5.6
2021-12-13,Vavuniya,8.7514,80.4971,26.23,28.23,24.98,3.78,85.81,9.08,5.44
2021-12-14,Vavuniya,8.7514,80.4971,25.91,28.07,24.51,10.32,86.12,11.06,4.91
2021-12-15,Vavuniya,8.7514,80.4971,25.71,27.16,24.73,12.65,88.68,14.06,4.29
2021-12-16,Vavuniya,8.7514,80.4971,26.04,28.03,24.82,8.22,88.26,14.26,4.56
2021-12-17,Vavuniya,8.7514,80.4971,25.75,28.03,24.46,8.24,87.99,12.18,3.86
