district,year,season,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Monaragala,2013,Maha,23.899858,34.82,16.04,1261.98,85.57052,18.510141,3.1400943
Monaragala,2013,Yala,25.091764,33.46,20.56,512.95,81.76503,20.072615,4.0194116
Monaragala,2014,Maha,24.104008,35.11,14.37,1698.98,83.67584,18.71665,3.0605662
Monaragala,2014,Yala,26.57268,35.88,20.22,412.35,72.45758,20.839804,4.2181044
Monaragala,2015,Maha,23.65481,31.7,15.98,1831.03,88.90043,18.869009,2.7599056
Monaragala,2015,Yala,25.034967,31.8,20.41,701.02,84.87693,20.873335,3.4580393
Monaragala,2016,Maha,24.579435,36.94,14.72,714.17,81.174644,19.617746,3.1004226
Monaragala,2016,Yala,26.040785,35.84,20.87,531.83,77.56536,21.04647,4.099412
Monaragala,2017,Maha,24.04816,34.09,14.55,1420.6901,83.944016,18.719624,2.9768398
Monaragala,2017,Yala,26.232027,34.97,20.15,447.38998,76.022484,20.944641,3.726863
Monaragala,2018,Maha,23.717737,34.66,13.96,940.63,86.06868,18.585142,2.6896226
Monaragala,2018,Yala,24.88366,33.49,20.2,758.27,83.604515,19.690653,3.8822875
Monaragala,2019,Maha,24.09953,36.21,15.72,1619.83,86.14647,17.940094,2.7962735
Monaragala,2019,Yala,27.137516,37.54,20.0,378.87,70.994774,20.162354,4.13
Monaragala,2020,Maha,24.128122,33.7,16.07,1081.05,84.8254,19.315962,3.173615
Monaragala,2020,Yala,25.906208,35.21,18.54,616.42,79.35549,19.936144,3.4762745
Monaragala,2021,Maha,23.742311,31.77,16.33,1787.66,88.63911,18.332312,2.9627357
Monaragala,2021,Yala,25.039412,32.22,19.81,831.12,84.825096,20.367647,3.5426145
Monaragala,2022,Maha,23.669199,31.63,15.38,1540.74,87.57538,18.417643,2.963962
Monaragala,2022,Yala,24.951504,31.29,20.27,1089.67,85.1881,19.975752,3.7322223
Monaragala,2023,Maha,23.796036,31.55,15.43,2519.37,89.58642,17.291084,3.0228772
Monaragala,2023,Yala,25.589804,34.83,20.26,670.77,82.66582,21.114706,3.6451635
Monaragala,2024,Maha,24.592628,34.92,16.6,1328.07,86.21944,18.95,3.0620658
Monaragala,2024,Yala,26.640915,35.36,21.22,530.04,78.01451,19.758562,3.8096733
Monaragala,2025,Maha,23.970379,33.89,16.25,1940.18,87.26759,18.119009,3.0865095
Monaragala,2025,Yala,25.203007,33.7,20.26,684.05,83.282745,20.160719,3.8753595
Mullaitivu,2000,Maha,27.164507,31.86,22.37,653.4,77.7,18.265446,5.7789674
Mullaitivu,2000,Yala,29.076275,34.23,25.51,235.1,74.248955,21.10804,6.9743786
Mullaitivu,2001,Maha,27.102264,34.44,22.74,834.92,78.44457,18.032595,5.4298115
Mullaitivu,2001,Yala,28.7583,32.94,26.15,382.49,78.27065,20.919672,6.6898694
Mullaitivu,2002,Maha,27.164621,33.25,23.02,812.69,78.89151,18.517311,5.4595284
Mullaitivu,2002,Yala,29.135883,32.88,26.47,247.38,76.4617,21.204445,6.7930717
Mullaitivu,2003,Maha,27.28052,32.37,23.04,716.38,78.56118,18.430471,5.750613
Mullaitivu,2003,Yala,28.996078,33.68,26.23,292.3,77.36869,20.324118,6.5443788
Mullaitivu,2004,Maha,27.09601,33.33,22.68,968.7,78.211174,17.989202,5.693756
Mullaitivu,2004,Yala,28.877256,35.5,26.05,339.25,76.920525,20.631243,6.790653
Mullaitivu,2005,Maha,27.14217,32.48,23.78,950.77,79.5332,17.973585,5.501698
Mullaitivu,2005,Yala,28.968431,32.91,26.04,342.16,78.53641,20.899347,6.773333
Mullaitivu,2006,Maha,26.88165,32.09,22.51,933.02,79.70269,18.277878,5.442217
Mullaitivu,2006,Yala,29.052094,33.52,26.19,220.8,75.61392,21.414312,6.972484
Mullaitivu,2007,Maha,26.941698,32.35,22.6,908.95,77.381134,18.713774,5.6355186
Mullaitivu,2007,Yala,28.940327,33.53,26.1,252.64,77.18503,20.48464,6.6548367
Mullaitivu,2008,Maha,27.184227,32.77,22.94,964.64,77.98104,18.272957,5.39892
Mullaitivu,2008,Yala,28.55392,32.13,26.08,233.26,78.704185,21.230982,6.810523
Mullaitivu,2009,Maha,27.288586,32.65,23.49,1029.95,76.72651,19.10085,5.3895283
Mullaitivu,2009,Yala,29.003204,33.51,25.82,253.3,76.87418,20.97183,7.1618958
Mullaitivu,2010,Maha,27.079338,32.98,23.42,1325.6,79.86528,17.986462,5.1347637
Mullaitivu,2010,Yala,29.381044,34.09,26.29,421.19,76.19941,20.617254,6.3697386
Mullaitivu,2011,Maha,27.113396,32.41,23.04,1431.35,79.269806,17.476841,5.553821
Mullaitivu,2011,Yala,28.811111,32.62,25.48,375.59,77.20203,21.092352,6.6272545
Mullaitivu,2012,Maha,27.247137,32.64,23.2,1255.06,78.11075,18.703098,5.359061
Mullaitivu,2012,Yala,29.361897,33.11,26.64,175.59,74.14222,21.189346,7.321699
Mullaitivu,2013,Maha,27.124859,31.82,23.92,1026.35,79.04811,18.27651,5.7411795
Mullaitivu,2013,Yala,28.809149,32.53,26.23,327.24,78.15327,20.739542,6.6571894
Mullaitivu,2014,Maha,27.137217,33.01,23.35,1392.57,78.857124,17.582357,5.641227
Mullaitivu,2014,Yala,29.277191,33.15,26.1,339.76,76.240456,21.257973,6.4724183
Mullaitivu,2015,Maha,27.191793,32.31,23.97,1427.26,80.52094,18.284056,5.2534432
Mullaitivu,2015,Yala,28.881437,32.37,26.82,451.0,79.71928,21.184837,6.2479086
Mullaitivu,2016,Maha,27.66263,33.24,22.42,534.84,75.70568,19.27155,5.2274175
Mullaitivu,2016,Yala,29.422747,34.6,26.3,477.32,76.64379,20.780914,6.185033
Mullaitivu,2017,Maha,27.2408,32.35,23.05,854.87,77.99274,18.293112,5.388302
Mullaitivu,2017,Yala,29.547647,34.72,26.09,266.5,75.23699,21.045883,6.251569
Mullaitivu,2018,Maha,27.189953,33.28,22.96,753.16003,77.73685,18.243208,5.058302
Mullaitivu,2018,Yala,29.004576,33.99,26.11,349.15,77.30529,20.171568,6.506732
Mullaitivu,2019,Maha,27.47816,33.81,23.59,1143.65,78.2132,19.206982,5.0956607
Mullaitivu,2019,Yala,29.869936,34.91,26.62,222.81,73.55124,21.062353,6.8807845
Mullaitivu,2020,Maha,27.518826,31.92,24.13,1219.99,78.355774,18.309858,5.7328167
Mullaitivu,2020,Yala,29.376797,33.66,25.77,356.23,76.168304,20.50693,6.021634
Mullaitivu,2021,Maha,27.259434,32.63,23.45,1575.62,80.77383,18.077595,5.2799997
Mullaitivu,2021,Yala,29.100784,33.03,26.07,397.69,77.736664,20.381504,6.21
Mullaitivu,2022,Maha,27.21802,32.11,21.28,1153.79,79.62792,17.91868,5.3498588
Mullaitivu,2022,Yala,28.688496,32.02,25.94,530.18,79.55,19.989412,6.1075816
Mullaitivu,2023,Maha,27.397783,32.89,23.54,1508.94,79.76915,17.935,5.4844337
Mullaitivu,2023,Yala,29.350458,33.45,26.45,330.43,77.12006,20.788301,6.040653
Mullaitivu,2024,Maha,27.8077,32.33,24.56,992.12,80.034325,18.258217,5.4740844
Mullaitivu,2024,Yala,29.702484,35.46,26.76,353.55,77.117584,20.182352,6.0562744
Mullaitivu,2025,Maha,27.41514,32.21,23.83,1446.93,79.765526,17.574953,5.356085
Mullaitivu,2025,Yala,29.33856,32.89,26.41,335.57,77.430725,20.926863,6.191634
Nuwara Eliya,2000,Maha,22.49338,32.67,11.58,564.46,83.835724,17.644695,3.3622534
Nuwara Eliya,2000,Yala,23.315884,33.47,19.23,477.87,82.96425,17.902681,5.0311112
Nuwara Eliya,2001,Maha,22.44401,34.41,12.14,721.94,83.42193,18.427925,3.2924056
Nuwara Eliya,2001,Yala,23.288692,34.81,18.21,456.88,85.305756,18.332941,4.6031375
Nuwara Eliya,2002,Maha,22.893822,33.85,13.63,799.69,82.48438,18.484386,3.2242923
Nuwara Eliya,2002,Yala,23.565948,33.92,18.88,471.78,84.53823,18.039085,4.643922
Nuwara Eliya,2003,Maha,22.52085,30.77,14.08,662.57,85.10368,18.695189,3.4657547
Nuwara Eliya,2003,Yala,23.496536,32.8,19.41,446.01,86.284706,17.89255,4.244967
Nuwara Eliya,2004,Maha,22.943617,34.62,12.51,1008.6,82.69145,17.95695,3.2786853
Nuwara Eliya,2004,Yala,23.50941,33.95,19.63,434.43,83.9483,18.217909,5.074183
Nuwara Eliya,2005,Maha,22.167831,30.12,14.02,940.01,87.844055,18.10481,3.403868
Nuwara Eliya,2005,Yala,23.438105,30.91,19.62,425.75,86.96438,18.552092,4.4591503
Nuwara Eliya,2006,Maha,21.979763,29.34,10.6,1436.71,88.851234,17.389246,3.1720753
Nuwara Eliya,2006,Yala,23.015099,30.06,17.41,498.48,87.28902,18.299608,4.5057516
Nuwara Eliya,2007,Maha,21.75618,30.15,13.41,990.57,87.08264,18.339859,3.3171225
Nuwara Eliya,2007,Yala,23.022484,29.89,19.33,611.75,88.6315,18.00111,4.1287584
Nuwara Eliya,2008,Maha,22.029531,29.01,13.51,1012.95,87.9839,18.024038,2.8728168
Nuwara Eliya,2008,Yala,22.592941,29.15,18.82,662.56,90.50562,17.413857,4.1330066
Nuwara Eliya,2009,Maha,22.246696,32.63,13.49,1055.77,84.76713,18.588396,3.0285378
Nuwara Eliya,2009,Yala,23.015099,29.98,18.84,621.41,88.83836,17.791634,4.7456865
Nuwara Eliya,2010,Maha,21.869764,30.56,13.8,1538.6,88.65784,17.923443,3.1443868
Nuwara Eliya,2010,Yala,22.984837,30.26,19.14,1001.63,90.06627,17.381046,4.2309804
Nuwara Eliya,2011,Maha,21.975754,28.53,14.0,1716.98,89.36236,17.338963,3.046745
Nuwara Eliya,2011,Yala,22.60379,29.06,17.07,694.64,90.23765,18.328629,4.2168627
Nuwara Eliya,2012,Maha,22.098122,29.51,13.88,1480.96,87.14441,18.221548,2.6995776
Nuwara Eliya,2012,Yala,22.91,29.23,18.22,595.49,88.433655,18.433006,4.569216
Nuwara Eliya,2013,Maha,22.011179,29.56,14.71,1229.74,89.03656,17.755472,3.1801887
Nuwara Eliya,2013,Yala,22.705816,29.59,19.53,795.07,90.80941,17.491241,4.567974
Nuwara Eliya,2014,Maha,22.136839,31.19,11.77,1659.37,87.51943,17.86467,2.9900944
Nuwara Eliya,2014,Yala,23.225294,32.14,18.7,691.93,88.145226,18.092354,4.368562
Nuwara Eliya,2015,Maha,22.19151,28.84,13.66,1548.01,88.98481,18.084717,2.7217453
Nuwara Eliya,2015,Yala,23.148169,29.43,18.57,686.87,89.46732,18.444706,3.8783007
Nuwara Eliya,2016,Maha,22.546715,30.61,13.05,640.89,85.760475,18.919483,3.1541786
Nuwara Eliya,2016,Yala,23.431635,31.18,19.35,666.23,87.96392,18.437319,4.4928107
Nuwara Eliya,2017,Maha,22.459055,31.79,12.48,1154.45,84.92698,18.11099,3.0680661
Nuwara Eliya,2017,Yala,23.581764,32.34,19.24,502.77,85.846405,18.685947,4.2971244
Nuwara Eliya,2018,Maha,22.152264,29.87,12.52,918.69,86.847595,18.640047,2.6098583
Nuwara Eliya,2018,Yala,22.956861,30.53,18.79,796.08,88.82994,17.365294,4.4175816
Nuwara Eliya,2019,Maha,22.529434,32.01,14.4,1487.72,87.00839,17.979057,2.6754718
Nuwara Eliya,2019,Yala,24.05366,33.58,17.94,471.92,83.14033,18.209085,4.3467975
Nuwara Eliya,2020,Maha,22.498074,31.03,14.23,939.69,87.1231,19.064741,3.2636151
Nuwara Eliya,2020,Yala,23.499739,31.66,15.71,755.04,87.0568,18.449411,3.8512418
Nuwara Eliya,2021,Maha,22.178679,28.93,13.84,1477.51,89.55774,17.708916,3.1856132
Nuwara Eliya,2021,Yala,23.043726,29.69,18.68,955.22003,90.30693,18.46183,4.1632023
Nuwara Eliya,2022,Maha,22.04198,29.54,14.14,1252.06,88.80127,18.02118,3.1649058
Nuwara Eliya,2022,Yala,22.903988,29.43,19.38,1024.95,90.554245,17.396404,4.458562
Nuwara Eliya,2023,Maha,22.32618,29.73,13.39,2079.66,89.71929,16.866934,3.0901887
Nuwara Eliya,2023,Yala,23.504053,30.07,18.14,646.83,88.26059,18.643333,4.1156864
Nuwara Eliya,2024,Maha,22.893614,30.92,14.18,1013.1,88.12099,18.574368,3.1910799
Nuwara Eliya,2024,Yala,24.058104,31.61,19.14,615.88,87.19059,17.341242,4.1166663
Nuwara Eliya,2025,Maha,22.263443,29.11,14.15,1945.61,89.16683,17.706179,3.179198
Nuwara Eliya,2025,Yala,23.042746,28.81,19.22,744.18,90.64046,18.063988,4.4486275
Polonnaruwa,2000,Maha,26.66878,35.56,20.21,791.46,78.04423,17.383333,4.277183
Polonnaruwa,2000,Yala,28.951765,38.3,23.67,301.41,68.74248,21.324444,5.8973856
Polonnaruwa,2001,Maha,26.472923,38.12,19.04,860.47,79.352974,18.786463,4.0325475
Polonnaruwa,2001,Yala,28.258562,36.43,23.34,400.88,74.90497,21.286144,5.801046
Polonnaruwa,2002,Maha,26.762499,37.34,20.01,1068.04,79.311134,18.130896,4.089434
Polonnaruwa,2002,Yala,28.91438,36.59,23.94,262.91998,71.62719,21.082092,5.9063396
Polonnaruwa,2003,Maha,26.666368,37.02,20.59,939.73,80.26411,18.100803,4.3059907
Polonnaruwa,2003,Yala,28.844053,36.39,23.65,197.06,72.759346,20.77379,5.269085
Polonnaruwa,2004,Maha,26.578405,36.88,19.86,1416.2,80.11409,17.78366,4.212958
Polonnaruwa,2004,Yala,28.856863,38.34,23.66,272.94,71.12876,21.233988,5.996144
Polonnaruwa,2005,Maha,26.40868,36.86,20.52,957.02,81.82538,18.186274,4.218915
Polonnaruwa,2005,Yala,28.877712,37.08,24.0,260.93,73.49177,21.215816,5.4226794
Polonnaruwa,2006,Maha,26.248398,35.85,20.03,1202.17,82.0583,17.390896,3.896368
Polonnaruwa,2006,Yala,28.853529,37.3,23.7,219.12,70.94915,21.383333,5.5253596
Polonnaruwa,2007,Maha,26.163208,34.88,20.03,924.58,79.68538,18.288868,4.229434
Polonnaruwa,2007,Yala,28.42791,36.7,23.57,391.93,74.922554,20.422613,5.180065
Polonnaruwa,2008,Maha,26.466854,37.23,20.58,1168.79,80.52939,18.018217,3.872535
Polonnaruwa,2008,Yala,27.505228,34.77,23.31,258.35,79.755295,20.887386,4.920588
Polonnaruwa,2009,Maha,26.718302,37.17,20.68,1199.26,77.37967,18.434057,4.09316
Polonnaruwa,2009,Yala,28.51791,36.79,23.51,330.23,74.35823,20.820131,5.9269934
Polonnaruwa,2010,Maha,26.105,34.87,20.52,1561.95,83.23269,17.996462,3.9472642
Polonnaruwa,2010,Yala,28.328562,35.62,23.27,506.98,76.96143,20.768694,5.1458826
Polonnaruwa,2011,Maha,26.199152,36.33,20.31,2505.09,83.48363,16.977453,3.9204717
Polonnaruwa,2011,Yala,27.58281,34.46,21.21,429.08002,79.54497,21.468431,5.1253595
Polonnaruwa,2012,Maha,26.28845,37.1,19.7,1720.27,81.50376,18.22784,3.6415493
Polonnaruwa,2012,Yala,28.824839,37.51,21.83,240.45,71.43484,21.303398,5.606993
Polonnaruwa,2013,Maha,26.418821,36.14,20.53,1313.29,81.3758,17.81901,4.06533
Polonnaruwa,2013,Yala,27.709606,34.99,23.65,365.89,79.31222,20.687386,5.4888234
Polonnaruwa,2014,Maha,26.513584,36.76,20.07,1865.35,80.2967,17.195518,4.0464153
Polonnaruwa,2014,Yala,28.78856,36.65,23.06,339.03,73.28373,21.22085,5.5486927
Polonnaruwa,2015,Maha,26.249388,36.58,21.23,1770.41,84.364296,17.871132,3.5459433
Polonnaruwa,2015,Yala,27.927124,35.61,23.82,548.17,79.98987,21.36477,4.6294117
Polonnaruwa,2016,Maha,27.049109,37.75,20.45,729.67,77.69554,19.051174,4.193427
Polonnaruwa,2016,Yala,28.762615,36.51,24.04,522.99,75.01209,21.043007,5.436863
Polonnaruwa,2017,Maha,26.575613,35.46,20.21,1258.85,79.54137,18.64014,3.8625944
Polonnaruwa,2017,Yala,29.06438,36.79,22.57,282.75,72.05144,21.534903,5.2001963
Polonnaruwa,2018,Maha,26.370613,37.88,19.82,1058.05,81.18307,17.923775,3.5196226
Polonnaruwa,2018,Yala,27.90634,35.39,23.33,489.57,78.295425,20.562222,5.2516994
Polonnaruwa,2019,Maha,26.698112,37.02,21.01,1653.29,80.9949,18.00033,3.6077359
Polonnaruwa,2019,Yala,30.039085,38.76,23.33,190.18,66.35758,20.877974,5.2217646
Polonnaruwa,2020,Maha,26.796339,36.07,20.94,1130.33,80.096855,18.827888,4.2313147
Polonnaruwa,2020,Yala,28.607712,36.71,22.85,471.21,75.59981,20.326014,4.5997386
Polonnaruwa,2021,Maha,26.33415,34.61,20.29,1706.74,84.08708,17.768679,3.9052358
Polonnaruwa,2021,Yala,27.915688,34.44,23.08,445.77,79.78889,20.662157,4.886928
Polonnaruwa,2022,Maha,26.233725,35.04,19.06,1478.71,83.49179,18.133537,3.9735851
Polonnaruwa,2022,Yala,27.779673,34.96,23.68,564.43,80.03,20.302681,5.0181704
Polonnaruwa,2023,Maha,26.499292,36.7,19.92,2743.63,83.8441,17.366085,3.760283
Polonnaruwa,2023,Yala,28.793139,38.01,23.21,306.86,75.380394,21.35608,4.836536
Polonnaruwa,2024,Maha,26.987886,36.19,21.14,1448.49,83.10953,18.584696,4.0360093
Polonnaruwa,2024,Yala,29.171505,37.84,23.98,457.53,75.58471,20.383139,4.840131
Polonnaruwa,2025,Maha,26.545801,36.11,21.33,2053.59,83.33273,17.599669,4.0052357
Polonnaruwa,2025,Yala,28.021242,36.07,22.84,407.28,79.496666,20.952484,5.2842484
Puttalam,2000,Maha,26.919203,36.65,18.51,579.02,75.870514,19.37493,5.0008454
Puttalam,2000,Yala,27.728563,35.07,24.04,343.94,77.38699,21.453398,6.8168626
Puttalam,2001,Maha,26.50934,35.76,17.39,557.49,78.914955,19.430897,5.0087733
Puttalam,2001,Yala,27.48928,36.47,23.95,478.98,80.91568,21.349869,5.9728756
Puttalam,2002,Maha,26.877123,36.12,19.08,809.46,78.01627,19.6625,5.0598116
Puttalam,2002,Yala,27.816406,35.81,24.53,376.83,79.61791,21.971895,6.1071243
Puttalam,2003,Maha,26.661228,34.24,19.09,624.67,79.891884,20.042593,5.23783
Puttalam,2003,Yala,28.032486,36.09,24.14,347.38,79.10281,21.152418,5.923595
Puttalam,2004,Maha,26.965117,36.6,18.8,723.52,77.075584,19.687277,5.201737
Puttalam,2004,Yala,27.975098,35.45,24.65,334.84,77.72418,21.479868,6.573464
Puttalam,2005,Maha,26.461603,35.19,19.32,885.02,81.039856,19.597548,5.0150003
Puttalam,2005,Yala,27.966864,33.44,24.63,330.42,79.76876,21.472746,6.2213073
Puttalam,2006,Maha,25.976416,31.95,17.85,1256.0,83.586975,19.385473,4.785849
Puttalam,2006,Yala,27.695229,32.94,24.42,309.55,79.422615,21.809738,6.306536
Puttalam,2007,Maha,26.217548,37.18,18.75,817.43,79.359955,20.051603,4.983207
Puttalam,2007,Yala,27.762287,35.61,24.19,346.94998,79.94483,21.430588,6.0092154
Puttalam,2008,Maha,26.314693,33.0,19.06,943.77,80.93582,19.370329,4.6840844
Puttalam,2008,Yala,27.238955,31.56,23.67,332.06,82.37752,21.763596,6.151503
Puttalam,2009,Maha,26.767878,36.85,18.81,834.96,77.02486,20.31769,4.7831135
Puttalam,2009,Yala,27.733593,34.29,24.32,336.04,80.399605,21.45379,6.6199346
Puttalam,2010,Maha,26.361227,36.65,19.76,1192.08,81.2267,19.321556,4.740283
Puttalam,2010,Yala,27.802027,34.99,24.12,483.88,81.17516,21.25732,6.0707846
Puttalam,2011,Maha,26.16382,32.76,18.69,1034.26,82.96009,19.037735,4.8193398
Puttalam,2011,Yala,27.350851,31.72,23.31,418.19,81.897446,22.01523,6.1415687
Puttalam,2012,Maha,26.561878,35.24,19.54,1210.51,79.99991,19.75845,4.5933332
Puttalam,2012,Yala,27.977581,33.39,24.59,272.45,77.87451,21.746208,6.738497
Puttalam,2013,Maha,26.227736,32.23,20.06,907.14,82.36788,19.550896,4.9859433
Puttalam,2013,Yala,27.44719,32.25,24.37,301.31,81.99974,21.222027,6.3631372
Puttalam,2014,Maha,26.741179,37.98,19.16,1342.35,79.00274,18.973396,4.877877
Puttalam,2014,Yala,27.917385,36.84,24.31,444.82,80.61079,22.15732,6.0533986
Puttalam,2015,Maha,26.337688,33.74,19.68,1220.96,83.319435,19.618727,4.557736
Puttalam,2015,Yala,27.734379,32.96,24.16,506.05,82.47497,21.73366,5.610588
Puttalam,2016,Maha,26.922674,36.08,18.76,443.46,78.097466,20.274788,4.894554
Puttalam,2016,Yala,28.133333,36.03,24.73,532.01,80.16673,21.62621,5.9787583
Puttalam,2017,Maha,26.800236,34.57,18.96,723.8,77.8774,19.61986,4.7893395
Puttalam,2017,Yala,28.358692,34.88,24.74,271.5,77.923004,21.697908,6.2530065
Puttalam,2018,Maha,26.850283,36.1,18.9,675.76,77.52094,19.496696,4.411415
Puttalam,2018,Yala,27.525034,35.1,24.3,542.29,82.26745,20.607908,5.8996735
Puttalam,2019,Maha,26.983255,37.35,19.94,1208.98,79.159904,19.798115,4.411651
Puttalam,2019,Yala,29.049543,37.33,24.99,245.41,73.91576,21.389019,6.3771243
Puttalam,2020,Maha,26.924461,36.22,19.91,811.62,79.73901,19.628544,5.092066
Puttalam,2020,Yala,28.298695,37.36,23.5,468.31,78.58902,21.07889,5.599412
Puttalam,2021,Maha,26.35986,33.02,19.76,1317.74,83.66085,19.26717,4.840896
Puttalam,2021,Yala,27.648237,34.62,23.8,565.02997,82.749275,21.274902,5.8228106
Puttalam,2022,Maha,26.428726,33.21,19.26,900.21,81.75887,19.154905,4.7973113
Puttalam,2022,Yala,27.450327,32.82,24.14,585.16,82.79889,20.432613,6.0132027
Puttalam,2023,Maha,26.512972,33.79,19.35,1479.9,83.231316,18.82269,4.743679
Puttalam,2023,Yala,28.373203,33.83,23.87,342.87,79.028366,21.80608,5.878039
Puttalam,2024,Maha,27.107466,36.35,20.48,833.97,82.08779,19.420986,4.844742
Puttalam,2024,Yala,28.691046,37.44,24.63,538.38,79.64994,20.387974,5.616013
Puttalam,2025,Maha,26.482595,32.65,19.71,1344.0599,83.38056,18.575943,4.8818865
Puttalam,2025,Yala,27.77477,32.45,23.83,474.05,83.505424,21.477777,6.0419607
Ratnapura,2000,Maha,25.174837,35.47,16.69,480.43,79.069435,17.644695,3.1121128
Ratnapura,2000,Yala,25.591635,35.71,21.42,478.73,80.515686,17.902681,5.2408495
Ratnapura,2001,Maha,25.192595,36.48,14.98,626.94,78.73845,18.427925,3.1107547
Ratnapura,2001,Yala,25.825163,36.73,21.11,346.33,80.87549,18.332941,4.854967
Ratnapura,2002,Maha,25.627218,37.25,16.27,734.71,77.53364,18.484386,3.0982075
Ratnapura,2002,Yala,25.962091,35.81,21.19,440.13,80.90601,18.039085,4.791111
Ratnapura,2003,Maha,25.109293,34.07,16.44,589.18,81.05306,18.695189,3.1726887
Ratnapura,2003,Yala,25.554052,35.61,21.17,514.94,85.04209,17.89255,4.321307
Ratnapura,2004,Maha,25.419579,36.74,15.94,925.37,79.58761,17.95695,2.9703755
Ratnapura,2004,Yala,25.807777,35.31,21.18,428.84,81.215485,18.217909,5.1966014
Ratnapura,2005,Maha,24.667454,33.54,16.66,881.65,83.99797,18.10481,3.3674057
Ratnapura,2005,Yala,25.689018,32.97,22.09,415.59,84.297775,18.552092,4.6090198
Ratnapura,2006,Maha,24.395237,32.91,13.75,1371.9,85.79363,17.389246,2.822217
Ratnapura,2006,Yala,25.398693,32.85,20.41,480.09,84.083206,18.299608,4.62183
Ratnapura,2007,Maha,24.090189,32.12,15.99,988.38,85.33599,18.339859,3.0487266
Ratnapura,2007,Yala,25.097712,31.07,21.48,662.4,87.407776,18.00111,4.215817
Ratnapura,2008,Maha,24.376291,30.96,16.06,930.65,85.336525,18.024038,2.6653054
Ratnapura,2008,Yala,24.659607,30.4,21.23,703.05,88.91536,17.413857,4.1837254
Ratnapura,2009,Maha,24.706509,35.83,15.95,1005.18,82.32491,18.588396,2.8342452
Ratnapura,2009,Yala,25.25817,33.28,21.06,698.54,86.522354,17.791634,4.799673
Ratnapura,2010,Maha,24.245565,33.46,16.48,1472.5,85.94985,17.923443,3.1250472
Ratnapura,2010,Yala,25.047974,31.45,21.26,1056.14,89.02085,17.381046,4.317843
Ratnapura,2011,Maha,24.182642,30.3,15.9,1593.92,87.89302,17.338963,2.7266982
Ratnapura,2011,Yala,24.667711,30.91,20.2,765.33,89.69242,18.328629,4.2332025
Ratnapura,2012,Maha,24.261127,31.25,15.67,1518.68,86.19187,18.221548,2.5059156
Ratnapura,2012,Yala,24.923988,30.76,20.3,710.08997,87.60745,18.433006,4.4620914
Ratnapura,2013,Maha,24.311087,31.02,17.09,1183.98,86.95948,17.755472,2.8361793
Ratnapura,2013,Yala,24.749672,31.25,21.69,840.31,90.063,17.491241,4.5577126
Ratnapura,2014,Maha,24.42316,33.44,15.31,1542.36,85.44189,17.86467,2.8422642
Ratnapura,2014,Yala,25.383856,33.39,20.74,732.27997,86.3434,18.092354,4.5198693
Ratnapura,2015,Maha,24.361416,31.1,16.25,1611.76,87.76359,18.084717,2.54533
Ratnapura,2015,Yala,25.108105,30.8,21.24,791.45,89.27124,18.444706,3.8621566
Ratnapura,2016,Maha,24.86263,32.22,16.75,738.78,84.08309,18.919483,2.978169
Ratnapura,2016,Yala,25.456993,32.45,21.63,682.49,87.20255,18.437319,4.5416994
Ratnapura,2017,Maha,24.735565,33.07,15.2,1254.74,83.226234,18.11099,2.891415
Ratnapura,2017,Yala,25.58647,33.01,22.07,585.85,85.460785,18.685947,4.4524183
Ratnapura,2018,Maha,24.434008,31.88,15.31,945.16,84.94246,18.640047,2.456934
Ratnapura,2018,Yala,24.921568,32.13,21.1,866.36,88.67307,17.365294,4.4173856
Ratnapura,2019,Maha,24.846226,34.47,17.05,1677.46,84.90448,17.979057,2.5411792
Ratnapura,2019,Yala,26.087387,35.11,20.36,581.83,82.639084,18.209085,4.2655554
Ratnapura,2020,Maha,24.768028,32.95,16.9,941.09,85.71911,19.064741,3.065352
Ratnapura,2020,Yala,25.492222,33.62,18.46,810.18,86.64065,18.449411,3.960588
Ratnapura,2021,Maha,24.488113,31.03,16.89,1488.97,87.37685,17.708916,3.002264
Ratnapura,2021,Yala,25.158365,31.44,20.93,957.97,88.64595,18.46183,4.305948
Ratnapura,2022,Maha,24.41066,31.18,17.04,1175.56,86.455894,18.02118,2.9795282
Ratnapura,2022,Yala,24.957779,31.46,21.39,1024.54,89.369545,17.396404,4.598954
Ratnapura,2023,Maha,24.518066,31.58,15.7,2391.03,88.07439,16.866934,2.8228774
Ratnapura,2023,Yala,25.567778,31.86,20.54,698.57,87.66157,18.643333,4.1892157
Ratnapura,2024,Maha,25.141598,32.36,16.66,1091.63,86.464836,18.574368,3.0392017
Ratnapura,2024,Yala,26.042353,33.0,21.5,648.38,86.980064,17.341242,4.130719
Ratnapura,2025,Maha,24.653963,31.47,17.18,1883.01,86.768776,17.706179,2.8975
Ratnapura,2025,Yala,25.202417,30.47,21.27,681.64,89.2951,18.063988,4.4793468
Trincomalee,2000,Maha,27.046057,33.43,21.9,787.4,77.7584,18.028357,5.264742
Trincomalee,2000,Yala,29.01817,36.83,24.92,254.44,72.043594,21.205294,6.7275815
Trincomalee,2001,Maha,26.885754,36.01,21.39,837.49,78.861984,18.76316,4.928443
Trincomalee,2001,Yala,28.54647,34.73,24.69,397.27,77.011826,21.089214,6.6771894
Trincomalee,2002,Maha,27.106745,35.39,22.34,1126.59,78.8784,18.758821,5.0001416
