district,year,month,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Polonnaruwa,2005,2,25.413929,29.67,20.52,19.64,82.62536,21.464285,3.8307145
Polonnaruwa,2005,3,26.952902,33.33,22.67,51.54,81.2729,20.48871,2.982258
Polonnaruwa,2005,4,27.826666,34.21,24.0,137.84999,82.59733,20.731333,2.4186666
Polonnaruwa,2005,5,29.501612,36.48,24.87,44.7,74.61129,21.282259,3.6845162
Polonnaruwa,2005,6,29.024332,36.02,24.43,17.84,72.566666,21.407665,7.2113333
Polonnaruwa,2005,7,28.628063,36.02,24.5,32.34,71.08064,20.340322,7.4616127
Polonnaruwa,2005,8,29.37871,37.08,24.77,28.2,66.866776,22.308064,6.2980647
Polonnaruwa,2005,9,28.746,36.86,24.29,51.75,69.80867,20.296667,6.807
Polonnaruwa,2005,10,27.765162,36.26,24.09,165.61,77.812256,19.27484,4.08
Polonnaruwa,2005,11,25.763666,30.65,21.26,370.49,88.277336,15.553333,3.6
Polonnaruwa,2005,12,25.04742,29.79,20.53,124.19,86.68452,15.9429035,3.9290323
Polonnaruwa,2006,1,24.375484,27.88,20.03,203.27,86.77548,14.675807,4.146129
Polonnaruwa,2006,2,25.283215,29.58,21.48,70.799995,84.626785,17.5975,3.9042857
Polonnaruwa,2006,3,26.92,33.39,22.33,79.98,81.20387,21.69742,2.722258
Polonnaruwa,2006,4,28.897333,37.2,23.78,44.28,72.59533,21.630333,2.6543334
Polonnaruwa,2006,5,28.878065,36.67,24.86,63.17,73.741936,21.39645,4.8880644
Polonnaruwa,2006,6,29.149666,36.29,24.64,15.96,69.971664,21.605333,6.186
Polonnaruwa,2006,7,28.618065,35.45,23.7,30.31,69.6471,20.15355,7.4458065
Polonnaruwa,2006,8,28.735483,37.3,23.83,65.4,68.81129,22.14613,6.3812904
Polonnaruwa,2006,9,28.290335,34.79,24.31,52.07,72.029335,20.568333,4.8836665
Polonnaruwa,2006,10,27.520323,35.85,23.28,265.13,77.94871,19.204517,3.826129
Polonnaruwa,2006,11,25.996334,29.99,23.23,308.97,87.77133,15.605,2.9199998
Polonnaruwa,2006,12,25.31742,28.58,20.71,221.95,84.161934,12.45258,4.873226
Polonnaruwa,2007,1,24.782581,28.51,20.68,117.619995,83.1129,15.13742,4.7393546
Polonnaruwa,2007,2,25.378927,30.85,20.03,89.13,81.66821,19.2975,3.6185715
Polonnaruwa,2007,3,26.567421,34.88,20.83,15.290001,73.0687,24.266453,3.2035482
Polonnaruwa,2007,4,27.713335,34.94,24.36,211.13,81.80033,19.672333,2.6126666
Polonnaruwa,2007,5,29.09645,36.57,24.19,19.17,74.97484,22.874193,4.7935486
Polonnaruwa,2007,6,28.591667,36.7,24.45,53.949997,73.813995,18.641333,5.949667
Polonnaruwa,2007,7,28.356129,34.76,23.69,65.759995,72.090004,19.972904,6.5722585
Polonnaruwa,2007,8,28.364193,35.29,23.57,41.92,72.119675,20.870646,5.9141936
Polonnaruwa,2007,9,28.196333,34.48,23.44,60.29,73.76466,19.965334,5.939
Polonnaruwa,2007,10,26.910324,34.12,23.38,201.98,80.4142,18.352581,4.354193
Polonnaruwa,2007,11,25.966,30.19,21.9,142.18,81.99833,18.141666,3.064
Polonnaruwa,2007,12,25.324194,30.23,20.15,298.09,83.84613,13.008064,4.645807
Polonnaruwa,2008,1,24.84484,29.52,20.58,131.62,84.94064,15.150645,3.9374192
Polonnaruwa,2008,2,25.504827,29.59,20.93,127.32,82.78725,19.047586,3.4765518
Polonnaruwa,2008,3,26.048063,30.93,21.74,319.32,86.94452,18.892902,3.2758067
Polonnaruwa,2008,4,26.980665,32.34,23.31,119.1,84.414665,19.396667,2.6136665
Polonnaruwa,2008,5,27.204517,31.65,23.84,3.66,86.08129,22.772259,4.904839
Polonnaruwa,2008,6,27.147,32.78,23.61,67.87,82.081,19.991333,5.581
Polonnaruwa,2008,7,27.887743,34.26,23.42,31.69,74.962906,21.090322,6.2551613
Polonnaruwa,2008,8,28.277742,34.77,23.8,36.03,71.46194,21.109356,5.1951613
Polonnaruwa,2008,9,28.908667,37.23,22.7,19.27,68.22,23.182001,5.0426664
Polonnaruwa,2008,10,28.010323,37.17,21.79,138.53,74.57032,19.10355,3.187742
Polonnaruwa,2008,11,26.680332,33.37,22.49,255.37,81.43567,15.999,3.861
Polonnaruwa,2008,12,25.294516,29.2,21.05,177.36,84.58516,14.919678,4.3383875
Polonnaruwa,2009,1,24.807741,29.37,21.04,112.21,80.68452,16.57258,4.3364515
Polonnaruwa,2009,2,25.91857,34.34,20.68,0.32,70.69893,21.560715,3.537143
Polonnaruwa,2009,3,27.123549,35.19,20.79,163.45999,75.979034,22.15645,2.812258
Polonnaruwa,2009,4,27.954334,33.6,23.51,218.33,81.67134,20.646667,3.2543335
Polonnaruwa,2009,5,28.575485,35.49,23.7,22.67,77.58194,20.714193,5.2658067
Polonnaruwa,2009,6,28.640001,35.01,24.8,9.26,72.67867,21.707333,7.5429997
Polonnaruwa,2009,7,28.809353,36.79,24.75,12.12,68.70968,20.820322,7.417742
Polonnaruwa,2009,8,28.596128,36.05,23.82,67.85,71.33129,20.23516,6.12
Polonnaruwa,2009,9,28.796999,36.91,24.43,28.6,70.206,21.807667,6.4319997
Polonnaruwa,2009,10,28.512903,37.17,23.83,129.78,68.60194,20.649677,4.0712905
Polonnaruwa,2009,11,26.174334,30.49,22.03,446.29,86.260666,14.48,3.405
Polonnaruwa,2009,12,25.66613,28.95,22.6,318.6,88.63516,12.095161,4.0574193
Polonnaruwa,2010,1,25.078064,28.99,20.94,87.47,84.6087,16.379677,4.2200003
Polonnaruwa,2010,2,25.504286,30.23,20.98,46.629997,82.755714,19.442858,3.6364286
Polonnaruwa,2010,3,27.672258,34.87,20.52,41.16,74.89742,22.254194,3.0683873
Polonnaruwa,2010,4,29.119333,35.62,24.19,152.44,75.92233,21.480999,2.4333334
Polonnaruwa,2010,5,28.462582,33.99,24.84,99.01,82.16774,21.719355,4.3580647
Polonnaruwa,2010,6,28.380667,35.0,24.25,49.12,75.75867,20.162666,6.1579995
Polonnaruwa,2010,7,27.936773,34.12,23.38,73.93,74.921295,20.188389,6.366774
Polonnaruwa,2010,8,27.770645,35.25,23.27,132.48,75.964836,20.295483,6.358387
Polonnaruwa,2010,9,27.226665,34.11,23.63,184.13,79.585335,20.034,4.5813336
Polonnaruwa,2010,10,26.588064,32.5,22.26,149.67,83.54484,20.226452,4.910968
Polonnaruwa,2010,11,25.754667,30.55,22.33,461.78,87.15967,15.681667,3.126
Polonnaruwa,2010,12,24.877743,29.21,21.93,591.11,90.04,12.0874195,4.051613
Polonnaruwa,2011,1,24.55258,27.93,20.64,757.21,89.966774,11.845161,4.791613
Polonnaruwa,2011,2,25.084642,29.55,21.69,481.74,86.622856,15.442857,3.6178572
Polonnaruwa,2011,3,26.265806,31.51,21.79,113.86,83.73387,20.75258,2.9632258
Polonnaruwa,2011,4,26.976002,31.71,21.21,257.68,81.90767,22.030333,2.3686666
Polonnaruwa,2011,5,27.529034,32.31,23.03,53.83,85.80032,22.48484,4.4583874
Polonnaruwa,2011,6,27.408333,33.99,23.13,12.79,81.85833,21.878332,6.012
Polonnaruwa,2011,7,27.814516,33.78,24.36,30.27,75.04548,20.207418,6.676774
Polonnaruwa,2011,8,28.160967,34.46,23.67,74.51,73.26387,20.772581,6.050645
Polonnaruwa,2011,9,28.341,36.16,23.45,71.82,72.819336,21.757332,5.6806664
Polonnaruwa,2011,10,27.48903,36.33,23.93,416.82,79.214836,19.442259,3.0319355
Polonnaruwa,2011,11,26.17,30.12,22.53,368.26,85.195335,15.772666,3.3593333
Polonnaruwa,2011,12,25.45129,29.83,20.31,295.38,86.84742,13.796129,4.0080647
Polonnaruwa,2012,1,24.581614,29.14,19.7,48.97,83.08258,17.928709,3.5512903
Polonnaruwa,2012,2,25.331034,29.77,21.56,143.67,84.28827,17.626207,3.793793
Polonnaruwa,2012,3,26.52129,32.44,20.65,56.2,79.18387,22.502258,2.763871
Polonnaruwa,2012,4,27.838335,33.86,23.48,151.57,79.629326,20.745667,2.4236667
Polonnaruwa,2012,5,29.193226,37.35,21.83,3.17,71.25291,22.529034,5.7780643
Polonnaruwa,2012,6,28.984335,35.78,24.59,18.05,70.45167,20.522333,7.1806664
Polonnaruwa,2012,7,28.928389,35.98,24.56,45.75,69.72419,21.373869,6.4496775
Polonnaruwa,2012,8,29.153225,37.51,24.57,21.91,66.34871,21.302904,6.1509676
Polonnaruwa,2012,9,28.820333,36.48,24.25,85.0,69.11,21.207,5.385667
Polonnaruwa,2012,10,27.27516,37.1,23.53,472.24,80.66839,18.42645,3.1812904
Polonnaruwa,2012,11,26.047333,31.05,22.45,275.94,85.68766,16.430668,2.7266667
Polonnaruwa,2012,12,25.454517,29.52,21.62,638.25,88.42033,13.472903,4.124839
Polonnaruwa,2013,1,24.848064,28.06,20.53,343.78,86.39064,14.75,4.2164516
Polonnaruwa,2013,2,25.493214,30.53,22.12,268.56,85.54679,17.777857,3.545
Polonnaruwa,2013,3,26.684837,31.7,23.15,189.32,84.270966,20.390322,3.0641935
Polonnaruwa,2013,4,28.087334,32.65,23.74,83.62,81.129326,22.363667,2.1093333
Polonnaruwa,2013,5,27.66258,31.99,24.2,111.67,84.90871,19.921936,4.709677
Polonnaruwa,2013,6,27.317,32.61,24.08,43.0,80.434,19.092999,7.446
Polonnaruwa,2013,7,27.426773,33.76,24.13,56.18,76.18419,20.181614,7.2129035
Polonnaruwa,2013,8,28.053871,34.99,23.65,71.42,73.99968,21.879354,5.9203224
Polonnaruwa,2013,9,27.974333,36.14,23.83,59.8,73.94067,20.931,5.971
Polonnaruwa,2013,10,28.246452,35.85,23.02,75.79,72.76548,21.13129,4.1364512
Polonnaruwa,2013,11,26.524332,31.88,22.77,190.0,81.818,17.654667,3.1843333
Polonnaruwa,2013,12,25.124516,29.88,21.59,186.04,85.076126,12.189032,4.322581
Polonnaruwa,2014,1,24.92258,28.59,21.75,175.7,84.48549,14.099355,4.620322
Polonnaruwa,2014,2,25.993214,32.7,20.22,54.17,74.42857,19.835714,3.9814286
Polonnaruwa,2014,3,27.722582,36.09,21.98,15.39,69.74549,21.92742,4.106129
Polonnaruwa,2014,4,29.479668,36.65,23.06,85.81,69.23434,21.852333,2.477
Polonnaruwa,2014,5,28.269676,33.87,24.38,145.62,81.03258,21.223549,4.0874195
Polonnaruwa,2014,6,29.054333,35.84,24.81,7.7999997,73.69367,21.105999,7.272333
Polonnaruwa,2014,7,28.942259,35.37,25.46,12.4,70.323875,21.2,8.004193
Polonnaruwa,2014,8,28.227741,35.35,23.87,87.4,72.01678,20.73903,5.8590326
Polonnaruwa,2014,9,28.676666,36.76,24.03,105.03,71.662674,21.199001,4.9936666
Polonnaruwa,2014,10,27.011936,33.46,22.96,258.72,82.20774,18.792582,2.9870968
Polonnaruwa,2014,11,25.833668,30.84,20.07,428.72,87.47,13.882334,3.6990001
Polonnaruwa,2014,12,25.431936,29.31,22.5,827.62,91.46194,10.91,3.9503226
Polonnaruwa,2015,1,24.786776,29.44,21.23,19.96,84.87774,18.26258,3.5493548
Polonnaruwa,2015,2,25.330715,29.88,21.31,195.94,84.50322,17.539642,3.9614284
Polonnaruwa,2015,3,26.385807,30.95,21.83,88.55,82.367096,21.93,3.1464517
Polonnaruwa,2015,4,27.397667,32.15,24.07,203.61,83.29367,21.983667,2.354
Polonnaruwa,2015,5,27.70516,31.93,24.38,238.26,84.73484,20.686773,3.3512902
Polonnaruwa,2015,6,27.43,32.49,23.82,34.23,84.733665,21.253,5.1679997
Polonnaruwa,2015,7,28.245161,34.66,24.25,9.31,75.47162,21.286451,6.4467745
Polonnaruwa,2015,8,28.824516,35.61,24.57,62.76,71.97516,21.630322,5.7709675
Polonnaruwa,2015,9,27.891333,36.58,22.59,174.91,77.528,21.062,4.081
Polonnaruwa,2015,10,27.074516,32.72,23.0,406.53,83.94225,17.369356,3.2751613
Polonnaruwa,2015,11,26.209333,30.17,23.96,548.11,88.36034,14.674666,2.8823333
Polonnaruwa,2015,12,26.03,29.0,22.96,336.41,88.89323,14.227419,3.9619355
Polonnaruwa,2016,1,25.398708,28.93,21.72,127.1,84.75387,17.20387,3.972258
Polonnaruwa,2016,2,26.10138,30.46,21.71,40.13,83.26104,18.930344,3.8565516
Polonnaruwa,2016,3,27.443548,35.99,20.78,58.8,77.36581,22.946129,3.1861289
Polonnaruwa,2016,4,29.816,36.51,24.29,74.12,73.96433,23.209333,2.5513334
Polonnaruwa,2016,5,28.657097,36.16,24.08,401.1,80.0442,19.124193,4.5538707
Polonnaruwa,2016,6,27.796999,32.77,24.71,16.89,80.19566,19.939,6.6653337
Polonnaruwa,2016,7,28.393227,34.52,24.04,25.52,72.618065,20.689032,6.2419353
Polonnaruwa,2016,8,29.15258,36.37,25.07,5.36,68.37161,22.28774,7.118387
Polonnaruwa,2016,9,29.553333,37.09,24.03,1.49,63.867,22.649332,7.1056666
Polonnaruwa,2016,10,29.104193,37.75,23.67,104.2,66.39387,20.719032,4.14871
Polonnaruwa,2016,11,26.235332,31.07,22.54,314.99,84.627335,13.838667,3.338
Polonnaruwa,2016,12,25.500647,30.29,20.45,82.96,83.73646,17.01097,3.7912903
Polonnaruwa,2017,1,25.207743,30.16,20.21,96.85,78.01129,16.845161,4.339355
Polonnaruwa,2017,2,25.96607,32.49,21.2,92.15,72.98214,19.731428,3.8867857
Polonnaruwa,2017,3,26.619356,32.23,22.1,227.28,81.94968,22.185484,2.707742
Polonnaruwa,2017,4,28.967999,36.69,22.57,55.789997,74.45033,23.050333,2.6399999
Polonnaruwa,2017,5,29.109678,36.41,24.22,113.68,74.92355,20.75,4.6322584
Polonnaruwa,2017,6,28.991667,35.75,24.83,13.71,71.545006,21.001001,6.5516667
Polonnaruwa,2017,7,29.312258,36.79,24.74,14.14,68.55097,21.433872,6.1003227
Polonnaruwa,2017,8,28.934837,35.56,23.72,85.43,70.84839,21.470966,6.0377417
Polonnaruwa,2017,9,28.32,35.34,23.71,83.86,74.58667,19.924665,4.5716662
Polonnaruwa,2017,10,28.182903,35.46,24.17,250.83,76.21419,20.075485,4.029032
Polonnaruwa,2017,11,26.153002,31.23,21.18,360.05,87.684,15.283999,4.02
Polonnaruwa,2017,12,25.56387,30.01,21.11,147.83,84.82967,16.473549,3.513871
Polonnaruwa,2018,1,24.664194,29.51,19.82,51.32,83.297745,16.944195,3.610645
Polonnaruwa,2018,2,25.689642,31.47,21.07,131.34,80.413574,18.075,4.0053573
Polonnaruwa,2018,3,26.860323,33.52,22.07,96.74,80.18033,20.98613,3.2012904
Polonnaruwa,2018,4,28.122,34.57,23.33,133.68001,79.653,21.392334,2.758
Polonnaruwa,2018,5,27.772903,34.96,23.99,297.16,84.00162,19.424194,2.9187098
Polonnaruwa,2018,6,27.316334,32.43,23.63,29.03,83.501,20.860332,6.2956667
Polonnaruwa,2018,7,27.97871,34.51,24.03,11.14,74.37226,20.602257,7.0303226
Polonnaruwa,2018,8,28.329676,35.39,24.47,18.56,70.160965,20.568386,7.209032
Polonnaruwa,2018,9,29.124666,37.88,23.05,52.32,66.69433,21.682335,4.0656667
Polonnaruwa,2018,10,26.749353,32.62,22.77,300.07,83.310974,17.987097,2.7835484
Polonnaruwa,2018,11,26.104,30.83,21.53,306.63,86.68967,15.080667,3.367
Polonnaruwa,2018,12,25.41645,29.06,20.43,119.63,87.33064,14.755161,3.6635485
Polonnaruwa,2019,1,24.830969,29.14,21.01,38.33,83.10613,16.982903,4.1335483
Polonnaruwa,2019,2,26.312143,32.57,22.45,125.24,82.91429,18.015001,3.8907144
Polonnaruwa,2019,3,28.15645,37.02,22.18,10.86,69.65709,23.95,3.5235486
Polonnaruwa,2019,4,29.886,37.01,23.33,79.47,67.44566,21.945667,3.033
Polonnaruwa,2019,5,31.098064,38.76,25.44,9.66,64.67581,22.58742,3.7838712
Polonnaruwa,2019,6,30.486666,37.5,26.31,12.48,65.31133,20.631666,6.685
Polonnaruwa,2019,7,30.048388,37.94,24.51,15.96,64.34322,20.57387,6.0151615
Polonnaruwa,2019,8,28.685806,36.82,23.55,72.61,70.01322,18.677742,6.568387
Polonnaruwa,2019,9,28.217999,36.96,23.7,126.0,74.363,19.657331,4.251
Polonnaruwa,2019,10,26.681936,32.9,23.24,394.32,84.368385,16.551935,2.4909678
Polonnaruwa,2019,11,26.779,31.12,23.12,347.16,84.613,17.073668,2.9226668
Polonnaruwa,2019,12,25.92258,29.47,22.62,611.38,88.03097,13.796452,4.067742
Polonnaruwa,2020,1,25.589033,29.47,20.94,59.97,83.54581,18.98871,3.9729033
Polonnaruwa,2020,2,25.687586,30.04,21.46,29.83,81.687584,19.755861,4.2693105
Polonnaruwa,2020,3,27.515806,34.28,21.92,19.25,73.10967,23.400644,3.5032258
Polonnaruwa,2020,4,29.446001,36.07,22.85,86.03,71.67867,22.504333,3.256
Polonnaruwa,2020,5,28.845161,35.91,24.87,185.31999,79.53258,19.087097,3.9358065
Polonnaruwa,2020,6,28.428999,34.57,24.08,94.64,76.576004,20.259666,5.7330003
Polonnaruwa,2020,7,27.59871,33.73,23.43,80.72,78.25194,19.07,4.5280643
Polonnaruwa,2020,8,28.740967,36.71,23.97,24.5,71.86484,20.777098,5.5390325
Polonnaruwa,2020,9,27.786665,35.19,23.63,113.020004,75.917,18.391333,5.5490003
Polonnaruwa,2020,10,28.449678,36.07,22.93,39.03,72.97162,20.773548,5.325484
Polonnaruwa,2020,11,26.794,33.94,22.89,385.46,85.50767,16.375334,3.1746666
Polonnaruwa,2020,12,25.711935,29.4,22.68,483.77002,88.08097,14.076451,3.835484
Polonnaruwa,2021,1,25.28387,28.97,21.37,382.07,88.899994,13.755484,3.7074194
Polonnaruwa,2021,2,25.353928,30.24,20.29,54.420002,84.29822,19.33143,3.8942857
Polonnaruwa,2021,3,26.443548,33.36,22.2,63.399998,82.21129,19.99,3.1093547
Polonnaruwa,2021,4,27.966667,34.06,23.1,129.72,80.06234,22.663334,2.5483334
Polonnaruwa,2021,5,27.83355,32.34,24.47,127.12,83.87807,19.084192,4.339032
Polonnaruwa,2021,6,27.896,33.99,23.91,59.11,80.832,21.798334,5.3326664
Polonnaruwa,2021,7,27.852581,33.85,24.07,89.17,79.20612,20.570969,6.126129
Polonnaruwa,2021,8,28.030645,34.44,23.08,40.65,75.008385,19.295162,6.0274196
Polonnaruwa,2021,9,28.270666,34.61,24.46,94.53,76.015335,20.494,5.2776666
Polonnaruwa,2021,10,27.213224,33.26,23.69,422.73,82.42033,18.103226,4.0374193
Polonnaruwa,2021,11,25.924665,30.26,21.71,509.74,89.75833,15.884667,3.8163333
Polonnaruwa,2021,12,25.803547,30.34,21.48,179.85,84.94903,17.000322,3.534516
Polonnaruwa,2022,1,25.408709,29.5,19.06,200.24,85.619675,17.736452,3.8119354
Polonnaruwa,2022,2,25.402143,30.39,20.81,198.22,84.1275,18.939285,3.7389286
Polonnaruwa,2022,3,26.835485,31.67,23.11,52.42,83.87484,20.817741,3.3074193
Polonnaruwa,2022,4,27.638,32.6,23.94,263.46,83.56167,21.799665,2.3346667
Polonnaruwa,2022,5,27.730967,32.44,24.19,60.95,85.2271,20.890001,5.530968
Polonnaruwa,2022,6,27.642,33.45,24.09,29.59,80.67367,20.201,5.3953333
Polonnaruwa,2022,7,28.02,34.23,24.26,92.93,75.312904,18.582258,5.6661286
Polonnaruwa,2022,8,27.858387,34.96,23.68,117.5,75.50935,20.085485,6.089355
Polonnaruwa,2022,9,27.775667,35.04,23.58,60.02,76.67467,21.851002,5.319
Polonnaruwa,2022,10,27.129679,34.45,23.28,367.78,80.148705,18.159678,4.074516
Polonnaruwa,2022,11,25.699333,29.86,20.39,265.31,86.205666,16.700666,3.1293333
Polonnaruwa,2022,12,25.337097,29.72,21.03,334.72,87.72065,12.881614,4.427419
Polonnaruwa,2023,1,24.532904,28.11,19.92,174.16,85.16612,16.092258,4.4074197
Polonnaruwa,2023,2,25.041784,29.35,20.14,353.87,84.54643,18.040358,4.106786
Polonnaruwa,2023,3,26.647097,32.15,22.82,101.25,83.802574,20.381935,3.2009678
Polonnaruwa,2023,4,28.014668,33.1,23.75,129.15,80.79867,22.409,2.492
Polonnaruwa,2023,5,27.83258,33.27,23.21,122.82,84.57935,20.133549,3.8809676
Polonnaruwa,2023,6,28.543333,34.11,23.54,19.74,77.88167,21.220667,5.813
Polonnaruwa,2023,7,29.19742,36.88,24.62,10.37,69.6413,20.23613,6.8167744
Polonnaruwa,2023,8,30.344517,38.01,24.27,24.779999,64.25645,22.810646,5.1358066
Polonnaruwa,2023,9,28.694666,36.7,23.66,123.1,73.18867,18.843666,5.322667
Polonnaruwa,2023,10,27.270323,33.4,24.15,533.02,82.83032,18.151613,2.7806451
Polonnaruwa,2023,11,26.737333,30.36,24.4,723.6,87.097664,16.956667,2.4513333
Polonnaruwa,2023,12,26.508387,30.59,23.92,734.63,90.10613,13.1958065,4.093871
Polonnaruwa,2024,1,25.683548,29.5,21.75,360.94,86.56645,15.825161,3.8687098
Polonnaruwa,2024,2,26.39069,31.33,23.01,23.62,84.664825,19.997585,4.3155174
Polonnaruwa,2024,3,27.077097,33.95,22.52,42.92,79.75645,22.604193,3.2916129
Polonnaruwa,2024,4,30.020332,36.86,25.35,51.09,73.15367,22.603333,2.9173331
Polonnaruwa,2024,5,29.286129,37.84,25.42,225.89,79.77806,18.992905,4.0212903
Polonnaruwa,2024,6,28.626333,35.04,25.13,31.21,78.881996,19.566,5.4703336
Polonnaruwa,2024,7,29.295162,36.45,24.59,13.04,70.39193,20.583227,7.039355
Polonnaruwa,2024,8,28.639355,34.86,23.98,136.3,75.74581,20.215483,4.710645
Polonnaruwa,2024,9,29.151001,36.02,25.04,27.740002,73.224335,21.566668,6.200333
Polonnaruwa,2024,10,27.720966,36.19,23.58,198.59,81.89935,18.345806,3.2267742
Polonnaruwa,2024,11,26.738,30.56,23.92,599.16003,87.403336,15.3306675,4.0673337
Polonnaruwa,2024,12,26.177097,30.3,21.14,195.52,88.171936,16.505161,3.370645
Polonnaruwa,2025,1,25.279034,29.0,21.95,378.09,88.828384,11.748065,4.3203225
Polonnaruwa,2025,2,25.620358,29.76,21.94,90.22,82.961784,20.710358,3.845
Polonnaruwa,2025,3,26.930967,31.34,22.33,148.91,83.22452,21.14258,3.0500002
Polonnaruwa,2025,4,27.833334,32.17,24.08,234.28,83.400665,21.208,2.4396667
Polonnaruwa,2025,5,27.912903,34.64,22.84,109.46,83.50484,20.130322,4.566129
Polonnaruwa,2025,6,27.587667,33.27,24.32,19.73,83.081,21.153666,6.1523337
Polonnaruwa,2025,7,28.292904,36.07,24.71,10.0,75.18161,20.183872,7.3038707
Polonnaruwa,2025,8,28.459354,35.94,23.88,33.81,72.55678,22.101292,5.8954835
Polonnaruwa,2025,9,28.807335,36.11,24.32,65.06,71.572,20.961334,5.6253333
Polonnaruwa,2025,10,27.59387,34.68,22.88,274.42,80.965485,19.384516,3.1770966
Polonnaruwa,2025,11,26.223,31.96,21.82,848.33,87.475334,15.318,4.1613336
Polonnaruwa,2025,12,25.339033,29.35,21.33,248.56,88.020004,14.26871,3.8993547
Puttalam,2000,1,25.84484,32.57,18.51,18.99,76.49968,17.91,5.8719354
Puttalam,2000,2,27.418966,33.55,20.95,63.12,72.05449,20.586897,3.6086206
Puttalam,2000,3,28.961935,36.65,21.92,20.86,64.021935,22.621937,3.3964517
Puttalam,2000,4,28.821999,35.07,25.23,76.38,73.84133,22.805,4.9036665
Puttalam,2000,5,28.811935,34.02,25.77,51.62,74.81903,22.664515,6.265484
Puttalam,2000,6,27.092669,31.16,24.38,61.6,79.850334,20.226,8.01
Puttalam,2000,7,27.224194,32.51,24.45,71.95,77.982254,21.553871,7.2958064
Puttalam,2000,8,26.706774,31.34,24.04,82.39,80.4071,20.021612,7.586129
Puttalam,2000,9,27.062334,32.03,24.36,87.53,80.531,21.104668,6.0576663
Puttalam,2000,10,26.960001,32.52,23.01,58.7,79.03484,20.36742,5.384194
Puttalam,2000,11,26.818666,33.74,21.94,212.34,77.593666,16.225666,4.9436665
Puttalam,2000,12,25.40129,30.12,20.35,117.48,81.31774,16.840322,5.6858068
Puttalam,2001,1,25.044516,29.89,19.84,77.29,83.57226,16.450323,5.6564517
Puttalam,2001,2,25.585358,33.34,17.39,53.87,77.181786,22.017141,3.7060714
Puttalam,2001,3,28.731613,35.76,21.15,1.16,66.02936,23.696129,3.9906452
Puttalam,2001,4,28.605665,36.47,24.33,202.76001,74.43833,21.815,2.4186666
Puttalam,2001,5,28.207418,32.07,25.83,60.2,81.745476,22.613226,6.2154837
Puttalam,2001,6,27.137667,31.3,24.62,131.11,83.264,19.934666,7.1913333
Puttalam,2001,7,26.631613,31.39,23.95,73.33,82.80839,20.372904,6.655484
Puttalam,2001,8,26.88871,31.67,24.17,11.58,82.18903,21.982903,7.3080645
Puttalam,2001,9,27.202,32.62,24.74,80.56,78.767,22.223667,6.725333
Puttalam,2001,10,27.017097,31.31,24.51,107.39,81.231285,19.084517,5.257097
Puttalam,2001,11,26.317333,32.45,22.43,141.87,83.192665,16.791666,4.139
Puttalam,2001,12,25.594193,30.78,20.79,95.35,82.395805,16.008064,5.488065
Puttalam,2002,1,26.006775,32.96,19.08,27.21,76.9158,18.245161,5.3480644
Puttalam,2002,2,26.9575,34.2,20.07,56.96,73.07821,21.580715,5.8642855
Puttalam,2002,3,28.744516,36.12,21.92,43.989998,67.51322,24.116129,4.2129035
Puttalam,2002,4,28.737333,35.81,24.71,182.14,74.43967,23.456333,2.0053334
Puttalam,2002,5,28.170324,32.54,25.81,104.979996,82.72419,21.619032,6.302581
Puttalam,2002,6,27.560333,32.06,25.26,39.19,82.34533,21.270666,7.039
Puttalam,2002,7,27.535807,31.91,24.7,10.6,78.633545,21.660967,8.052258
Puttalam,2002,8,27.099676,32.12,24.53,39.920002,79.86774,21.877743,7.0341935
Puttalam,2002,9,28.345,33.64,24.83,18.07,71.733,23.865,6.964667
Puttalam,2002,10,26.768064,32.9,23.6,325.8,83.77451,18.995806,4.201613
Puttalam,2002,11,26.066668,29.93,21.45,170.66,86.09733,16.262667,3.4259999
Puttalam,2002,12,25.280323,30.06,19.43,166.77,86.58194,14.783548,5.487742
Puttalam,2003,1,24.941936,29.72,19.09,72.5,83.94484,18.00871,5.661936
Puttalam,2003,2,26.232143,32.42,20.69,43.649998,80.387505,21.649286,4.765714
Puttalam,2003,3,27.74742,34.24,20.65,101.6,74.44871,23.645807,3.4012904
Puttalam,2003,4,29.084665,36.09,24.14,100.43,72.30766,22.920666,2.7443335
Puttalam,2003,5,28.432259,32.06,25.52,107.03001,81.45387,19.89129,6.5738707
Puttalam,2003,6,27.769001,31.47,25.04,60.45,81.086334,21.822332,7.0156665
Puttalam,2003,7,27.48742,31.62,24.89,40.48,80.11161,20.305162,6.453226
Puttalam,2003,8,27.414515,31.88,24.96,38.989998,80.39935,20.90129,6.7635484
Puttalam,2003,9,27.737667,33.13,25.14,42.07,77.45334,23.436,6.788
Puttalam,2003,10,27.398386,33.08,24.2,143.95,79.77678,20.258387,5.519355
Puttalam,2003,11,26.577,32.37,22.83,188.52,83.49467,14.987667,5.129667
Puttalam,2003,12,25.984516,31.86,21.34,32.38,79.82291,18.414194,5.3996773
Puttalam,2004,1,26.843225,33.94,20.01,13.54,71.726456,20.732582,5.834839
Puttalam,2004,2,27.761724,34.84,20.19,14.36,64.10241,22.895174,5.3186207
Puttalam,2004,3,29.029034,36.6,20.26,41.36,66.632576,23.143549,3.9687097
Puttalam,2004,4,29.226002,35.45,25.11,79.22,73.20133,23.143667,3.0963333
